com.samsung.shealth.activity.day_summary,6100041,2
others_time,goal,longest_idle_time,create_time,distance,run_time,step_count,walk_time,day_time,target,deviceuuid,active_time,score,pkg_name,update_time,longest_active_time,datauuid,extra_data,calorie
0,60,32580000,2020-02-10 23:00:00.489,5529.322,13561,6798,3591181,1581379200000,,yFuc3cHWzI,3604742,98,com.sec.android.app.shealth,2020-02-11 22:43:42.563,1508277,124d3f65-eda9-4a84-86c3-56c45c8f4f9b,124d3f65-eda9-4a84-86c3-56c45c8f4f9b.extra_data.json,249.24574,
0,60,28500000,2020-01-24 23:00:00.553,7202.1494,245681,8575,4760627,1579910400000,,yFuc3cHWzI,5006308,138,com.sec.android.app.shealth,2020-01-25 20:00:11.290,674049,f51fd326-ff02-4257-930e-87e8a0151673,f51fd326-ff02-4257-930e-87e8a0151673.extra_data.json,348.8508,
0,60,50520000,2020-01-01 23:00:00.255,347.40463,9600,400,250792,1577923200000,,yFuc3cHWzI,260392,6,com.sec.android.app.shealth,2020-01-02 20:15:06.975,36016,baeba9eb-bea9-46bf-ac9d-28071a2c4f42,baeba9eb-bea9-46bf-ac9d-28071a2c4f42.extra_data.json,16.567562,
0,60,26580000,2020-02-26 23:00:00.638,4005.6003,68495,4835,2490473,1582761600000,,yFuc3cHWzI,2558968,70,com.sec.android.app.shealth,2020-02-27 16:44:49.605,1507893,060adf3f-4db0-481c-920f-88fb05e6123c,060adf3f-4db0-481c-920f-88fb05e6123c.extra_data.json,185.68874,
0,60,47220000,2020-02-21 23:00:00.581,378.09106,40800,397,196765,1582329600000,,yFuc3cHWzI,237565,5,com.sec.android.app.shealth,2020-02-22 17:49:39.204,33344,4e2ca96c-c11b-42cc-b012-99776f878e29,4e2ca96c-c11b-42cc-b012-99776f878e29.extra_data.json,21.26799,
0,60,36540000,2020-02-16 23:00:10.431,5086.678,20255,6220,3182646,1581897600000,,yFuc3cHWzI,3202901,88,com.sec.android.app.shealth,2020-02-17 20:22:13.747,1449001,89ff528f-e593-4860-83d7-03ba43a0a56a,89ff528f-e593-4860-83d7-03ba43a0a56a.extra_data.json,231.76103,
0,60,30540000,2020-01-30 23:00:00.525,6234.3013,105711,7710,4539210,1580428800000,,yFuc3cHWzI,4644921,126,com.sec.android.app.shealth,2020-01-31 22:53:30.579,722810,2c183bad-7f08-46b6-a957-c6b58dd59388,2c183bad-7f08-46b6-a957-c6b58dd59388.extra_data.json,292.00043,
0,60,25500000,2020-03-03 23:00:00.492,6266.6367,38608,7695,3963078,1583280000000,,yFuc3cHWzI,4001686,110,com.sec.android.app.shealth,2020-03-04 20:28:29.165,1527418,2e857a17-6371-4f45-8b3a-3225f2ffabda,2e857a17-6371-4f45-8b3a-3225f2ffabda.extra_data.json,287.01508,
0,60,31560000,2020-02-27 23:00:00.524,2841.6191,123845,3322,1881342,1582848000000,,yFuc3cHWzI,2005187,55,com.sec.android.app.shealth,2020-02-28 23:00:00.640,180000,89f84da7-f4fb-4407-8a82-0ccb799b66b0,89f84da7-f4fb-4407-8a82-0ccb799b66b0.extra_data.json,140.69458,
0,60,34620000,2020-02-22 23:07:11.351,1592.8794,28000,1914,1093003,1582416000000,,yFuc3cHWzI,1121003,30,com.sec.android.app.shealth,2020-02-23 19:53:09.218,420000,d0c20438-c3d9-46dc-93a1-7f85f15628a3,d0c20438-c3d9-46dc-93a1-7f85f15628a3.extra_data.json,74.18411,
0,60,39420000,2020-01-07 23:00:00.609,67.41356,0,71,47357,1578441600000,,yFuc3cHWzI,47357,0,com.sec.android.app.shealth,2020-01-08 17:10:38.892,31349,fd05a094-7874-4068-9e5b-b41ae7de9cd3,fd05a094-7874-4068-9e5b-b41ae7de9cd3.extra_data.json,3.2625766,
0,60,25200000,2020-02-05 23:00:10.670,7226.615,97907,8866,5223609,1580947200000,,yFuc3cHWzI,5321516,146,com.sec.android.app.shealth,2020-02-06 23:00:00.924,750370,954ad373-eddb-4204-b0b9-a49c0572905c,954ad373-eddb-4204-b0b9-a49c0572905c.extra_data.json,336.9793,
0,60,26100000,2020-03-04 23:05:29.137,6922.843,59280,8485,4465430,1583366400000,,yFuc3cHWzI,4524710,123,com.sec.android.app.shealth,2020-03-05 21:45:34.047,1517609,30344fbf-4702-4cfb-99de-764271518771,30344fbf-4702-4cfb-99de-764271518771.extra_data.json,320.0114,
0,60,60960000,2020-02-28 23:00:00.435,148.0625,11200,161,88711,1582934400000,,yFuc3cHWzI,99911,1,com.sec.android.app.shealth,2020-02-29 16:00:46.150,33481,b3a02d4d-5d65-4fa2-8158-e40c3c57ec8b,b3a02d4d-5d65-4fa2-8158-e40c3c57ec8b.extra_data.json,7.668091,
0,60,30360000,2020-03-09 23:37:49.236,6235.976,50400,7725,4245409,1583798400000,,yFuc3cHWzI,4295809,116,com.sec.android.app.shealth,2020-03-10 23:00:00.805,1620980,4f2f7f9d-193a-4fdb-b495-b72bf3731d6d,4f2f7f9d-193a-4fdb-b495-b72bf3731d6d.extra_data.json,287.43304,
0,60,26160000,2020-01-13 23:00:00.624,5721.9956,413675,6580,3352341,1578960000000,,yFuc3cHWzI,3766016,101,com.sec.android.app.shealth,2020-01-14 18:38:13.509,180000,7d167426-30c0-4d23-ac74-44ec5c8f4c5e,7d167426-30c0-4d23-ac74-44ec5c8f4c5e.extra_data.json,292.45343,
0,60,30120000,2020-02-11 23:02:20.354,5923.8647,47912,7137,3823576,1581465600000,,yFuc3cHWzI,3871488,105,com.sec.android.app.shealth,2020-02-12 19:35:00.842,1684343,8cc5c74f-986d-4799-8c53-34b1b2f8d3ee,8cc5c74f-986d-4799-8c53-34b1b2f8d3ee.extra_data.json,272.98587,
0,60,34319999,2020-03-10 23:00:00.515,4532.895,4400,5739,3051958,1583884800000,,yFuc3cHWzI,3056358,83,com.sec.android.app.shealth,2020-03-11 23:00:00.759,1501460,078f519f-452c-45fa-9060-606cb920ca1b,078f519f-452c-45fa-9060-606cb920ca1b.extra_data.json,204.39888,
0,60,27540000,2020-01-19 23:00:00.410,711.59454,20562,859,481458,1579478400000,,yFuc3cHWzI,502020,13,com.sec.android.app.shealth,2020-01-20 20:25:50.947,120000,234be554-80d9-4b1e-ab7e-b975f51c1f69,234be554-80d9-4b1e-ab7e-b975f51c1f69.extra_data.json,34.261463,
0,60,35340000,2020-03-15 23:00:00.514,135.4502,0,165,110055,1584316800000,,yFuc3cHWzI,110055,1,com.sec.android.app.shealth,2020-03-16 21:56:23.512,20010,443907c0-41c3-4095-b8ed-abd6efa1eac7,443907c0-41c3-4095-b8ed-abd6efa1eac7.extra_data.json,6.576355,
0,60,37979999,2020-03-16 23:00:00.578,148.35156,4000,176,110722,1584403200000,,yFuc3cHWzI,114722,1,com.sec.android.app.shealth,2020-03-17 23:00:00.852,30814,988f3dec-529e-4ca8-9230-afd7acc6f80d,988f3dec-529e-4ca8-9230-afd7acc6f80d.extra_data.json,6.9796753,
0,60,47400000,2020-03-05 23:00:00.614,5566.3257,30532,6803,3621696,1583452800000,,yFuc3cHWzI,3652228,100,com.sec.android.app.shealth,2020-03-06 20:49:03.024,1390415,33c8f1c5-770b-4646-8a29-b727b5daf6c2,33c8f1c5-770b-4646-8a29-b727b5daf6c2.extra_data.json,256.90372,
0,60,46560000,2020-02-17 23:00:00.529,5750.2373,21394,7064,3747131,1581984000000,,yFuc3cHWzI,3768525,103,com.sec.android.app.shealth,2020-02-18 22:29:05.251,1489277,7c204a56-dbff-494e-94cd-65200453485c,7c204a56-dbff-494e-94cd-65200453485c.extra_data.json,260.2318,
0,60,35280000,2020-01-25 23:00:00.444,518.5137,2000,647,423515,1579996800000,,yFuc3cHWzI,425515,11,com.sec.android.app.shealth,2020-01-26 19:32:28.527,120000,d048182a-bdba-4999-9909-44a5af1e1f46,d048182a-bdba-4999-9909-44a5af1e1f46.extra_data.json,23.645813,
0,60,-1,2020-03-21 23:00:00.481,0.0,0,0,0,1584835200000,,yFuc3cHWzI,0,0,com.sec.android.app.shealth,2020-03-21 23:00:00.481,0,c3ce2937-e0ac-4339-bb6c-56e92e0e13a9,c3ce2937-e0ac-4339-bb6c-56e92e0e13a9.extra_data.json,0.0,
0,60,27120000,2020-03-11 23:00:00.475,5255.1895,15600,6601,3676301,1583971200000,,yFuc3cHWzI,3691901,101,com.sec.android.app.shealth,2020-03-12 22:52:39.297,1682202,99720412-e570-4a57-9d7c-a76e925d110e,99720412-e570-4a57-9d7c-a76e925d110e.extra_data.json,239.75922,
0,60,31440000,2020-02-23 23:00:00.740,7167.669,134631,8862,4663030,1582502400000,,yFuc3cHWzI,4797661,131,com.sec.android.app.shealth,2020-02-24 20:54:36.215,1189158,72f2e511-804f-4ad7-8523-35c86b01f132,72f2e511-804f-4ad7-8523-35c86b01f132.extra_data.json,331.31033,
0,60,58740000,2020-03-22 23:00:00.500,74.24669,400,77,50692,1584921600000,,yFuc3cHWzI,51092,0,com.sec.android.app.shealth,2020-03-23 21:20:31.178,15341,cb9b702f-4ed4-4bc5-a143-28843e95432d,cb9b702f-4ed4-4bc5-a143-28843e95432d.extra_data.json,3.7571385,
0,60,50220000,2020-01-31 23:00:03.254,4306.877,60800,5290,3231857,1580515200000,,yFuc3cHWzI,3292657,90,com.sec.android.app.shealth,2020-02-01 22:33:43.952,843512,f4d7d6e5-b8c8-40a0-9d73-91c754714526,f4d7d6e5-b8c8-40a0-9d73-91c754714526.extra_data.json,205.71825,
0,60,30960000,2020-02-06 23:00:00.573,6031.1206,52371,7514,4397194,1581033600000,,yFuc3cHWzI,4449565,121,com.sec.android.app.shealth,2020-02-07 17:28:46.508,669376,afc4d0ba-9c9c-46cf-bcb8-c933cbcb318a,afc4d0ba-9c9c-46cf-bcb8-c933cbcb318a.extra_data.json,275.65695,
0,60,48060000,2020-03-27 23:00:00.453,336.27295,5200,418,270135,1585353600000,,yFuc3cHWzI,275335,6,com.sec.android.app.shealth,2020-03-28 22:36:56.836,50692,b907be12-bdcf-4942-b232-7dc40c20c2a0,b907be12-bdcf-4942-b232-7dc40c20c2a0.extra_data.json,15.639175,
0,60,43260000,2020-03-28 23:00:00.619,92.05249,0,114,76038,1585440000000,,yFuc3cHWzI,76038,1,com.sec.android.app.shealth,2020-03-29 13:40:01.963,24012,600d41bf-420b-4fca-8be6-ff5880adbbb4,600d41bf-420b-4fca-8be6-ff5880adbbb4.extra_data.json,4.062439,
0,60,27900000,2020-03-17 23:00:00.592,887.1084,50000,948,548941,1584489600000,,yFuc3cHWzI,598941,15,com.sec.android.app.shealth,2020-03-18 22:33:29.455,45354,17a10e26-b4a7-4248-8a8e-01d96fac647d,17a10e26-b4a7-4248-8a8e-01d96fac647d.extra_data.json,46.587708,
0,60,38700000,2020-02-29 23:00:01.459,1991.3242,92897,2298,1215579,1583020800000,,yFuc3cHWzI,1308476,35,com.sec.android.app.shealth,2020-03-01 18:57:33.037,360000,0c967466-ffe7-42df-ae44-1d1512e86e94,0c967466-ffe7-42df-ae44-1d1512e86e94.extra_data.json,98.599365,
0,60,45660000,2020-04-02 22:00:00.369,324.75513,10400,364,225446,1585872000000,,yFuc3cHWzI,235846,5,com.sec.android.app.shealth,2020-04-03 19:31:09.665,38419,3da263e8-50e3-460c-a6c5-c96467619987,3da263e8-50e3-460c-a6c5-c96467619987.extra_data.json,16.341095,
0,60,45060000,2020-03-23 23:00:08.043,311.92502,16400,356,210105,1585008000000,,yFuc3cHWzI,226505,5,com.sec.android.app.shealth,2020-03-24 17:14:07.080,36418,06100d37-184e-4ad0-b5b5-68c4cac29f1e,06100d37-184e-4ad0-b5b5-68c4cac29f1e.extra_data.json,15.988549,
0,60,35160000,2020-03-06 23:00:00.408,1498.7173,31225,1817,1042455,1583539200000,,yFuc3cHWzI,1073680,28,com.sec.android.app.shealth,2020-03-07 18:35:00.322,360000,5f4fdf55-33ca-48df-9c2f-fd90bc9ea96e,5f4fdf55-33ca-48df-9c2f-fd90bc9ea96e.extra_data.json,70.06502,
0,60,25440000,2020-02-12 23:00:00.500,6011.5195,39683,7173,3715205,1581552000000,,yFuc3cHWzI,3754888,101,com.sec.android.app.shealth,2020-02-13 18:09:29.231,1538624,d8e7d676-31a1-4e92-821d-41d29a14edb0,d8e7d676-31a1-4e92-821d-41d29a14edb0.extra_data.json,278.02026,
0,60,81120000,2020-04-03 22:00:00.544,24.339111,0,29,19343,1585958400000,,yFuc3cHWzI,19343,0,com.sec.android.app.shealth,2020-04-04 20:40:12.636,19343,9ef3c55b-a608-4541-9961-13060ab0b6da,9ef3c55b-a608-4541-9961-13060ab0b6da.extra_data.json,1.1300507,
0,60,31560000,2020-03-12 23:00:00.386,5323.8467,10678,6548,3546009,1584057600000,,yFuc3cHWzI,3556687,98,com.sec.android.app.shealth,2020-03-13 19:11:30.758,1426544,01b05eeb-e418-40d6-94c5-1a82ddab8190,01b05eeb-e418-40d6-94c5-1a82ddab8190.extra_data.json,243.2404,
0,60,25740000,2020-02-18 23:00:00.491,5215.4424,4000,6530,3477363,1582070400000,,yFuc3cHWzI,3481363,95,com.sec.android.app.shealth,2020-02-19 16:00:41.259,1580716,4d2a363e-21aa-4141-8e85-8e9f36c935ef,4d2a363e-21aa-4141-8e85-8e9f36c935ef.extra_data.json,234.12805,
0,60,32280000,2020-03-18 23:00:00.418,126.84277,400,151,99353,1584576000000,,yFuc3cHWzI,99753,1,com.sec.android.app.shealth,2020-03-19 20:47:46.161,60000,8c492ee3-09bb-483d-8bd6-af25a4842c00,8c492ee3-09bb-483d-8bd6-af25a4842c00.extra_data.json,5.991455,
0,60,31680000,2020-02-24 23:00:03.100,5422.4478,15781,6703,3531819,1582588800000,,yFuc3cHWzI,3547600,96,com.sec.android.app.shealth,2020-02-25 23:00:02.626,1518043,2ced7b7a-e06b-44d7-931d-3d8d0c09b594,2ced7b7a-e06b-44d7-931d-3d8d0c09b594.extra_data.json,244.6472,
0,60,49680000,2020-03-24 23:00:00.387,291.7533,24800,306,162748,1585094400000,,yFuc3cHWzI,187548,3,com.sec.android.app.shealth,2020-03-25 20:19:58.493,25346,0422b225-1ba4-45ee-9a32-3cc6f3290d5f,0422b225-1ba4-45ee-9a32-3cc6f3290d5f.extra_data.json,15.426195,
0,60,37500000,2020-04-08 22:00:02.038,199.7037,8000,241,147407,1586390400000,,yFuc3cHWzI,155407,3,com.sec.android.app.shealth,2020-04-09 19:54:21.000,34017,ca2984b6-656e-4f1d-8309-923ccae07a7d,ca2984b6-656e-4f1d-8309-923ccae07a7d.extra_data.json,9.534547,
0,60,38580000,2020-03-29 22:00:00.530,209.47571,14000,206,114057,1585526400000,,yFuc3cHWzI,128057,1,com.sec.android.app.shealth,2020-03-30 21:14:17.211,28681,51798c9d-efae-476a-8f4f-16a3c8608641,51798c9d-efae-476a-8f4f-16a3c8608641.extra_data.json,11.642448,
0,60,35640000,2020-04-14 22:00:00.454,922.41254,61200,997,562948,1586908800000,,yFuc3cHWzI,624148,16,com.sec.android.app.shealth,2020-04-15 20:34:14.144,42554,b67fb331-6c1f-448f-a745-eb5e8d715e38,b67fb331-6c1f-448f-a745-eb5e8d715e38.extra_data.json,49.37331,
0,60,31680000,2020-03-01 23:00:01.413,4560.0,136005,5386,2849649,1583107200000,,yFuc3cHWzI,2985654,81,com.sec.android.app.shealth,2020-03-02 19:28:46.798,1217273,39e496b3-a8c7-4957-a0cc-fd56ac58dd1b,39e496b3-a8c7-4957-a0cc-fd56ac58dd1b.extra_data.json,217.85316,
0,60,38820000,2020-04-20 22:00:00.524,183.66852,6000,210,130065,1587427200000,,yFuc3cHWzI,136065,3,com.sec.android.app.shealth,2020-04-21 20:30:09.865,32816,0c4e5af0-1f24-47f1-8a63-1c3224414e78,0c4e5af0-1f24-47f1-8a63-1c3224414e78.extra_data.json,9.310562,
0,60,38160000,2020-04-04 22:00:00.535,163.60767,7600,191,114724,1586044800000,,yFuc3cHWzI,122324,1,com.sec.android.app.shealth,2020-04-05 19:00:14.312,24679,79eb290c-54e4-495e-80bf-44a5657b203e,79eb290c-54e4-495e-80bf-44a5657b203e.extra_data.json,8.278442,
0,60,32400000,2020-03-07 23:52:59.952,2011.8032,10800,2478,1374267,1583625600000,,yFuc3cHWzI,1385067,36,com.sec.android.app.shealth,2020-03-08 22:24:59.424,420000,95a1bb3d-ce71-477e-b181-e931cb471422,95a1bb3d-ce71-477e-b181-e931cb471422.extra_data.json,90.79132,
0,60,46380000,2020-04-26 22:00:00.519,356.60715,17600,407,242121,1587945600000,,yFuc3cHWzI,259721,6,com.sec.android.app.shealth,2020-04-27 21:10:53.202,40020,e26e1ee2-b763-416f-b2ae-eaf9fe331a27,e26e1ee2-b763-416f-b2ae-eaf9fe331a27.extra_data.json,18.36013,
0,60,44340000,2020-04-10 22:00:00.474,788.8702,56400,843,468234,1586563200000,,yFuc3cHWzI,524634,11,com.sec.android.app.shealth,2020-04-11 21:14:45.598,51753,f60174c0-08b0-4720-bffb-2722ff5763d7,f60174c0-08b0-4720-bffb-2722ff5763d7.extra_data.json,41.639904,
0,60,39000000,2020-04-09 22:00:00.638,188.04385,5200,214,134067,1586476800000,,yFuc3cHWzI,139267,3,com.sec.android.app.shealth,2020-04-10 19:50:01.373,60000,7fba4e33-71cf-4d6f-9803-87b8228fd3f7,7fba4e33-71cf-4d6f-9803-87b8228fd3f7.extra_data.json,9.281062,
0,60,76320000,2020-03-30 22:00:00.700,370.2323,3600,429,280140,1585612800000,,yFuc3cHWzI,283740,6,com.sec.android.app.shealth,2020-03-31 21:35:00.557,36018,b5fb362a-97e5-4931-ac23-1f44bd434957,b5fb362a-97e5-4931-ac23-1f44bd434957.extra_data.json,17.43608,
0,60,41400000,2020-05-02 22:00:14.027,441.7236,6000,534,346173,1588464000000,,yFuc3cHWzI,352173,8,com.sec.android.app.shealth,2020-05-03 22:00:00.694,46422,ecffa429-60c8-4008-91b6-54d520580107,ecffa429-60c8-4008-91b6-54d520580107.extra_data.json,20.447021,
0,60,31260000,2020-03-13 23:00:00.569,6866.239,100942,8363,4786452,1584144000000,,yFuc3cHWzI,4887394,133,com.sec.android.app.shealth,2020-03-14 20:40:16.006,1776152,5690b71b-a340-49cb-9e28-55e521cb5e9e,5690b71b-a340-49cb-9e28-55e521cb5e9e.extra_data.json,320.49445,
0,60,37320000,2020-04-15 22:00:00.681,884.4495,77200,909,477572,1586995200000,,yFuc3cHWzI,554772,13,com.sec.android.app.shealth,2020-04-16 20:29:21.468,43346,f46156b0-aab8-4619-b7df-63b39b224ccf,f46156b0-aab8-4619-b7df-63b39b224ccf.extra_data.json,47.12685,
0,60,37560000,2020-04-05 22:00:00.599,63.970947,1200,48,30015,1586131200000,,yFuc3cHWzI,31215,0,com.sec.android.app.shealth,2020-04-06 20:48:49.634,12673,5dbe1a7d-6a9e-4e42-890d-92036eb21afe,5dbe1a7d-6a9e-4e42-890d-92036eb21afe.extra_data.json,3.795105,
0,60,47220000,2020-03-19 23:00:03.202,310.05078,8400,327,204102,1584662400000,,yFuc3cHWzI,212502,5,com.sec.android.app.shealth,2020-03-20 22:45:51.295,36685,6fc369f6-6551-4319-a716-a54b8e2c71e8,6fc369f6-6551-4319-a716-a54b8e2c71e8.extra_data.json,17.075378,
0,60,39300000,2020-05-08 22:00:00.627,306.64453,3200,360,234784,1588982400000,,yFuc3cHWzI,237984,5,com.sec.android.app.shealth,2020-05-09 20:49:16.694,39353,b96e4e17-7318-4e46-a5f5-714d653c6588,b96e4e17-7318-4e46-a5f5-714d653c6588.extra_data.json,14.996079,
0,-1,-1,2019-11-20 14:01:33.665,0.0,0,0,0,1572220800000,,yFuc3cHWzI,0,0,com.sec.android.app.shealth,2019-11-20 14:01:33.665,0,82f9a7c1-75e2-4142-bdaa-cc22a0ea3660,82f9a7c1-75e2-4142-bdaa-cc22a0ea3660.extra_data.json,0.0,
0,60,41820000,2020-04-16 22:00:00.510,152.31848,12800,150,78706,1587081600000,,yFuc3cHWzI,91506,1,com.sec.android.app.shealth,2020-04-17 22:00:01.821,18009,a6cd8663-cdb1-45a9-9159-a5ce455f83d7,a6cd8663-cdb1-45a9-9159-a5ce455f83d7.extra_data.json,8.903534,
0,60,51540000,2020-04-21 22:00:00.623,450.79468,6400,518,334834,1587513600000,,yFuc3cHWzI,341234,8,com.sec.android.app.shealth,2020-04-22 20:00:29.905,40020,c3e7b265-6404-4864-96c2-4e8c4863380d,c3e7b265-6404-4864-96c2-4e8c4863380d.extra_data.json,22.723398,
0,60,41820000,2020-04-11 22:00:10.682,549.28143,27200,603,356845,1586649600000,,yFuc3cHWzI,384045,8,com.sec.android.app.shealth,2020-04-12 21:24:03.107,37885,7f4087af-8970-46aa-bf54-c9959954b9fc,7f4087af-8970-46aa-bf54-c9959954b9fc.extra_data.json,29.082855,
0,60,33060000,2020-03-25 23:00:00.675,267.22015,12000,298,178756,1585180800000,,yFuc3cHWzI,190756,3,com.sec.android.app.shealth,2020-03-26 21:56:11.434,19343,ac5f661d-b927-47ed-95a5-81e7c133d49e,ac5f661d-b927-47ed-95a5-81e7c133d49e.extra_data.json,14.396053,
0,60,32940000,2020-04-27 22:00:00.657,310.4783,18000,360,210105,1588032000000,,yFuc3cHWzI,228105,5,com.sec.android.app.shealth,2020-04-28 19:39:35.770,43487,31b6b528-15ab-48e2-a657-09842000ff45,31b6b528-15ab-48e2-a657-09842000ff45.extra_data.json,15.539743,
0,-1,-1,2019-11-20 14:01:34.260,0.0,0,0,0,1572739200000,,yFuc3cHWzI,0,0,com.sec.android.app.shealth,2019-11-20 14:01:34.260,0,c503898f-1fad-43e7-9a19-c0a69db502ea,c503898f-1fad-43e7-9a19-c0a69db502ea.extra_data.json,0.0,
0,60,38040000,2020-04-22 22:00:00.442,532.40497,10800,621,396198,1587600000000,,yFuc3cHWzI,406998,10,com.sec.android.app.shealth,2020-04-23 21:55:42.181,60000,efcc71b4-b6f5-46dd-8fc9-8bc966c37cde,efcc71b4-b6f5-46dd-8fc9-8bc966c37cde.extra_data.json,26.08112,
0,60,73200000,2020-05-14 22:00:01.027,205.07082,11600,243,142738,1589500800000,,yFuc3cHWzI,154338,3,com.sec.android.app.shealth,2020-05-15 20:05:32.674,36549,553dd22f-f36f-4836-beb9-61965d82c8a8,553dd22f-f36f-4836-beb9-61965d82c8a8.extra_data.json,10.357899,
0,60,40440000,2020-04-17 22:00:01.488,390.93246,14000,441,270802,1587168000000,,yFuc3cHWzI,284802,6,com.sec.android.app.shealth,2020-04-18 22:00:01.060,36015,fc032ca3-3bbc-413c-a1e4-d359650ded2a,fc032ca3-3bbc-413c-a1e4-d359650ded2a.extra_data.json,19.604204,
0,60,31860000,2020-05-03 22:00:00.477,598.7605,43200,668,373520,1588550400000,,yFuc3cHWzI,416720,10,com.sec.android.app.shealth,2020-05-04 21:57:26.154,49756,18337816-a569-4dd0-a65f-3724bfb8c691,18337816-a569-4dd0-a65f-3724bfb8c691.extra_data.json,31.20257,
0,60,27900000,2020-03-31 22:00:00.504,328.81348,31200,353,183425,1585699200000,,yFuc3cHWzI,214625,5,com.sec.android.app.shealth,2020-04-01 22:00:01.110,36549,2a389b07-8e0e-44d1-a198-327511328b75,2a389b07-8e0e-44d1-a198-327511328b75.extra_data.json,18.146568,
0,60,34080000,2020-04-28 22:00:00.497,453.89175,25600,501,291479,1588118400000,,yFuc3cHWzI,317079,6,com.sec.android.app.shealth,2020-04-29 20:28:01.119,35747,896c8361-8757-4daa-954e-f191dde79ced,896c8361-8757-4daa-954e-f191dde79ced.extra_data.json,24.264513,
0,-1,-1,2019-11-20 14:01:35.173,0.0,0,0,0,1573257600000,,yFuc3cHWzI,0,0,com.sec.android.app.shealth,2019-11-20 14:01:35.173,0,3d6e21c3-1a6c-4b2e-bf3d-03103459edbd,3d6e21c3-1a6c-4b2e-bf3d-03103459edbd.extra_data.json,0.0,
0,60,45360000,2020-05-09 22:00:00.629,385.09235,23600,420,240787,1589068800000,,yFuc3cHWzI,264387,6,com.sec.android.app.shealth,2020-05-10 21:44:45.558,36683,6a510974-ea45-4b97-9c8f-edd268d00640,6a510974-ea45-4b97-9c8f-edd268d00640.extra_data.json,20.894215,
0,60,39000000,2020-04-06 22:00:00.703,322.3197,10800,369,228114,1586217600000,,yFuc3cHWzI,238914,5,com.sec.android.app.shealth,2020-04-07 20:42:36.803,31481,0e51a22d-0815-439d-92f7-e2baec1804cc,0e51a22d-0815-439d-92f7-e2baec1804cc.extra_data.json,15.828125,
0,60,41100000,2020-05-20 22:00:00.953,528.9401,11200,639,407537,1590019200000,,yFuc3cHWzI,418737,10,com.sec.android.app.shealth,2020-05-21 20:43:25.178,44689,043b9f7d-fed4-40d4-906a-7a01560b4b83,043b9f7d-fed4-40d4-906a-7a01560b4b83.extra_data.json,24.951614,
0,60,62880000,2020-04-23 22:00:00.524,190.10876,2800,236,152743,1587686400000,,yFuc3cHWzI,155543,3,com.sec.android.app.shealth,2020-04-24 20:25:56.275,28681,72b1c656-4cf1-48d2-a24f-7d03371b56da,72b1c656-4cf1-48d2-a24f-7d03371b56da.extra_data.json,8.906822,
0,60,34380000,2020-04-12 22:00:00.757,172.63742,19200,162,76038,1586736000000,,yFuc3cHWzI,95238,1,com.sec.android.app.shealth,2020-04-13 19:59:38.216,29078,1dac8c63-a9b9-4aa9-aec5-f1a96ca9808f,1dac8c63-a9b9-4aa9-aec5-f1a96ca9808f.extra_data.json,10.405147,
0,60,65580000,2020-05-15 22:00:10.910,28.722702,400,34,22011,1589587200000,,yFuc3cHWzI,22411,0,com.sec.android.app.shealth,2020-05-16 19:12:23.880,9338,956f8601-ec86-415e-9190-b1c217a956c7,956f8601-ec86-415e-9190-b1c217a956c7.extra_data.json,1.3921394,
0,-1,-1,2019-11-20 14:01:35.756,0.0,0,0,0,1573862400000,,yFuc3cHWzI,0,0,com.sec.android.app.shealth,2019-11-20 14:01:35.756,0,db66ec2b-1d2d-4b93-aedf-5e131edf0d26,db66ec2b-1d2d-4b93-aedf-5e131edf0d26.extra_data.json,0.0,
0,60,36840000,2020-05-04 22:00:00.821,136.59735,1600,166,108054,1588636800000,,yFuc3cHWzI,109654,1,com.sec.android.app.shealth,2020-05-05 20:34:14.254,24145,e327e686-c5f0-4c9f-b229-cda7ac9b022c,e327e686-c5f0-4c9f-b229-cda7ac9b022c.extra_data.json,6.523594,
0,60,50100000,2020-04-29 22:00:10.485,317.37894,21600,323,179423,1588204800000,,yFuc3cHWzI,201023,3,com.sec.android.app.shealth,2020-04-30 20:43:39.577,34544,9e97198e-8717-4e35-a541-52b3bf6b54f1,9e97198e-8717-4e35-a541-52b3bf6b54f1.extra_data.json,17.097029,
0,60,53160000,2020-05-26 22:00:00.540,244.42151,12000,267,158079,1590537600000,,yFuc3cHWzI,170079,3,com.sec.android.app.shealth,2020-05-27 21:29:09.372,32683,7729d9e8-807a-423a-b0ee-7c587abd9f80,7729d9e8-807a-423a-b0ee-7c587abd9f80.extra_data.json,13.039172,
0,60,43860000,2020-04-18 22:00:00.721,65.46845,6000,58,28681,1587254400000,,yFuc3cHWzI,34681,0,com.sec.android.app.shealth,2020-04-19 22:00:00.699,16273,1ae77fa3-6fad-408c-8d89-c300001f84de,1ae77fa3-6fad-408c-8d89-c300001f84de.extra_data.json,4.1168804,
0,60,33120000,2020-05-21 22:00:00.809,340.2079,3200,415,271469,1590105600000,,yFuc3cHWzI,274669,6,com.sec.android.app.shealth,2020-05-22 21:35:30.722,34017,7f6e371a-f3bc-48c9-9c2d-4f742e61e930,7f6e371a-f3bc-48c9-9c2d-4f742e61e930.extra_data.json,16.240833,
