com.samsung.shealth.step_daily_trend,6100041,6
create_time,distance,count,source_type,day_time,speed,deviceuuid,pkg_name,update_time,binning_data,datauuid,calorie,source_pkg_name
2020-03-01 09:45:05.555,1991.3242,2298,-2,1583020800000,1.8456837,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-01 18:57:33.994,f2c9580a-d80d-480b-a1fc-6810a9141764.binning_data.json,f2c9580a-d80d-480b-a1fc-6810a9141764,98.599365,com.sec.android.app.shealth,
2020-03-20 12:07:09.155,310.05078,327,-2,1584662400000,2.0161915,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-20 22:45:52.140,d0c79557-640c-4ca6-a0f7-3bc449ae4fe1.binning_data.json,d0c79557-640c-4ca6-a0f7-3bc449ae4fe1,17.075378,com.sec.android.app.shealth,
2020-03-16 23:00:01.489,135.4502,165,0,1584316800000,3.0645611,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-16 23:00:01.489,b1af425b-80a3-430c-8570-583ae7b971f7.binning_data.json,b1af425b-80a3-430c-8570-583ae7b971f7,6.576355,com.sec.android.app.shealth,
2020-03-04 06:06:25.333,6195.5986,7695,-2,1583280000000,1.6485142,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-04 20:23:09.138,4de92fd3-4fb4-48eb-8598-23a89533c8e4.binning_data.json,4de92fd3-4fb4-48eb-8598-23a89533c8e4,283.80237,com.sec.android.app.shealth,
2020-03-24 11:33:36.654,311.925,356,-2,1585008000000,1.8620397,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-30 22:00:14.054,a1bec926-80c2-4039-9d2d-43212e51ba3e.binning_data.json,a1bec926-80c2-4039-9d2d-43212e51ba3e,15.988549,com.sec.android.app.shealth,
2020-03-08 23:00:01.809,2011.8032,2478,0,1583625600000,4.3928995,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-08 23:00:01.809,b89125a6-63a3-462a-a945-ee8d5a25b854.binning_data.json,b89125a6-63a3-462a-a945-ee8d5a25b854,90.79132,com.sec.android.app.shealth,
2020-03-15 10:30:04.681,1576.0293,1976,-2,1584230400000,1.5842478,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-15 20:57:49.450,51edaf8b-9616-4ad8-9837-60429864e92b.binning_data.json,51edaf8b-9616-4ad8-9837-60429864e92b,73.94299,com.sec.android.app.shealth,
2020-03-27 12:01:20.432,176.07556,188,-2,1585267200000,1.916358,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-02 22:00:01.829,b3e14473-e5c9-42ad-bee3-19a399404f03.binning_data.json,b3e14473-e5c9-42ad-bee3-19a399404f03,9.422871,com.sec.android.app.shealth,
2020-03-07 08:46:56.915,1498.7173,1817,-2,1583539200000,1.7914495,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-07 18:35:01.047,4998b662-c426-4f5f-b4e9-4887e8d2c3ee.binning_data.json,4998b662-c426-4f5f-b4e9-4887e8d2c3ee,70.06502,com.sec.android.app.shealth,
2020-03-19 23:00:04.716,126.84277,151,0,1584576000000,6.9444447,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-19 23:00:04.716,4307d775-10e7-4a2f-aa16-8b93270ce692.binning_data.json,4307d775-10e7-4a2f-aa16-8b93270ce692,5.991455,com.sec.android.app.shealth,
2020-03-18 06:45:43.232,887.1084,948,-2,1584489600000,2.0058749,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-18 22:33:30.158,083fb273-e33e-47e7-8208-40f6f308f721.binning_data.json,083fb273-e33e-47e7-8208-40f6f308f721,46.587708,com.sec.android.app.shealth,
2020-03-30 08:44:19.476,209.47571,206,-2,1585526400000,2.1411796,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-30 20:51:41.024,279bedb7-0cb6-4514-bce8-6a52cc39c80f.binning_data.json,279bedb7-0cb6-4514-bce8-6a52cc39c80f,11.642448,com.sec.android.app.shealth,
2020-03-23 23:00:07.397,74.24669,77,0,1584921600000,6.544277,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-23 23:00:07.397,aebd91a7-b3b5-403d-8f3d-6f9a977e7928.binning_data.json,aebd91a7-b3b5-403d-8f3d-6f9a977e7928,3.7571385,com.sec.android.app.shealth,
2020-03-10 07:26:06.967,6213.6167,7725,-2,1583798400000,1.6107241,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-10 19:53:28.867,d2f2cd6a-bc2b-478f-8cba-b0d807db01f7.binning_data.json,d2f2cd6a-bc2b-478f-8cba-b0d807db01f7,286.4312,com.sec.android.app.shealth,
2020-03-11 23:00:01.570,4503.266,5739,0,1583884800000,3.981935,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-11 23:00:01.570,6765f8e4-a73a-4836-a74a-1673ec3ae073.binning_data.json,6765f8e4-a73a-4836-a74a-1673ec3ae073,203.05246,com.sec.android.app.shealth,
2020-04-02 05:44:43.088,279.85376,314,-2,1585785600000,1.807235,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-02 16:54:59.151,81e96186-0214-4209-b452-a371af87c461.binning_data.json,81e96186-0214-4209-b452-a371af87c461,14.401772,com.sec.android.app.shealth,
2020-03-26 23:00:01.306,267.22015,298,0,1585180800000,6.8455415,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-26 23:00:01.306,404c235f-f040-4dbb-a311-a2aa937a5b48.binning_data.json,404c235f-f040-4dbb-a311-a2aa937a5b48,14.396053,com.sec.android.app.shealth,
2020-03-13 07:46:41.401,5251.4043,6548,-2,1584057600000,1.6180725,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-13 19:04:52.239,405737cc-ba3b-45a3-a560-18edd9647f2f.binning_data.json,405737cc-ba3b-45a3-a560-18edd9647f2f,240.01273,com.sec.android.app.shealth,
2020-03-14 23:00:02.770,6801.0664,8363,0,1584144000000,6.9444447,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-14 23:00:02.770,eeecbff2-2b48-4420-8086-a86057bde748.binning_data.json,eeecbff2-2b48-4420-8086-a86057bde748,317.00763,com.sec.android.app.shealth,
2020-03-21 12:50:40.707,487.42773,557,-2,1584748800000,1.6893575,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-21 19:57:08.790,bf665c4e-1976-4c07-bdf7-5126e5b14e2f.binning_data.json,bf665c4e-1976-4c07-bdf7-5126e5b14e2f,24.104797,com.sec.android.app.shealth,
2020-03-29 22:00:14.334,92.05249,114,0,1585440000000,1.8605492,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-29 22:00:14.334,998e69d4-5376-422d-8fac-dcd94a244a5b.binning_data.json,998e69d4-5376-422d-8fac-dcd94a244a5b,4.062439,com.sec.android.app.shealth,
2020-03-16 08:49:35.829,135.4502,165,-2,1584316800000,1.4151276,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-16 22:00:06.302,53001464-3c8d-45b9-850f-dbe4ecb8f3b1.binning_data.json,53001464-3c8d-45b9-850f-dbe4ecb8f3b1,6.576355,com.sec.android.app.shealth,
2020-03-25 12:48:22.369,291.7533,306,-2,1585094400000,2.22768,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-31 22:00:02.840,fa638290-040c-41d4-8f5d-d1a898d5c1b8.binning_data.json,fa638290-040c-41d4-8f5d-d1a898d5c1b8,15.426195,com.sec.android.app.shealth,
2020-04-05 08:36:58.544,163.60767,191,-2,1586044800000,1.6384884,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-05 19:00:14.968,7ee20f04-df2a-4136-90c0-060f230e68fa.binning_data.json,7ee20f04-df2a-4136-90c0-060f230e68fa,8.278442,com.sec.android.app.shealth,
2020-03-17 23:00:01.770,148.35156,176,0,1584403200000,2.773941,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-17 23:00:01.770,995ee62f-d628-44e5-b24c-ef1fc1fd21a1.binning_data.json,995ee62f-d628-44e5-b24c-ef1fc1fd21a1,6.9796753,com.sec.android.app.shealth,
2020-03-19 07:59:00.237,126.84277,151,-2,1584576000000,1.7398415,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-19 20:47:46.918,f9f88690-12c4-4d5f-af11-ba81f85460ce.binning_data.json,f9f88690-12c4-4d5f-af11-ba81f85460ce,5.991455,com.sec.android.app.shealth,
2020-04-01 22:00:01.861,328.81348,353,0,1585699200000,5.054248,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-01 22:00:01.861,231208fa-99de-4278-a577-5e6e70520e51.binning_data.json,231208fa-99de-4278-a577-5e6e70520e51,18.146568,com.sec.android.app.shealth,
2020-03-20 23:00:01.605,310.05078,327,0,1584662400000,6.1291223,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-20 23:00:01.605,eaa29d82-d4b4-4252-9fc6-59fe33667f4a.binning_data.json,eaa29d82-d4b4-4252-9fc6-59fe33667f4a,17.075378,com.sec.android.app.shealth,
2020-03-28 12:21:49.760,336.27295,418,-2,1585353600000,1.5784382,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-03 22:00:01.932,9db57357-316e-41e6-b2d2-524fd897eb8e.binning_data.json,9db57357-316e-41e6-b2d2-524fd897eb8e,15.639175,com.sec.android.app.shealth,
2020-03-23 15:19:10.433,74.24669,77,-2,1584921600000,2.1677732,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-29 22:00:55.274,fc58c6fe-1990-4d2e-bb21-9c15fded2375.binning_data.json,fc58c6fe-1990-4d2e-bb21-9c15fded2375,3.7571385,com.sec.android.app.shealth,
2020-04-08 05:00:20.835,890.0907,1044,-2,1586304000000,1.8639188,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-08 20:36:17.626,96339194-5db2-4235-ac58-366c043fdd4d.binning_data.json,96339194-5db2-4235-ac58-366c043fdd4d,43.363827,com.sec.android.app.shealth,
2020-03-31 19:12:42.916,370.2323,429,-2,1585612800000,1.656799,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-31 21:35:01.194,be77d127-a68e-4708-9e1b-42e4a9d2a8db.binning_data.json,be77d127-a68e-4708-9e1b-42e4a9d2a8db,17.43608,com.sec.android.app.shealth,
2020-04-04 22:00:01.563,24.339111,29,0,1585958400000,1.7972126,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-04 22:00:01.563,57157281-f1fd-49c1-baf9-369e95818bd1.binning_data.json,57157281-f1fd-49c1-baf9-369e95818bd1,1.1300507,com.sec.android.app.shealth,
2019-11-30 15:55:25.618,8441.096,10106,0,1574640000000,5.663299,yFuc3cHWzI,com.sec.android.app.shealth,2019-11-30 15:55:25.618,47e10a82-fc08-4aa8-a50c-30b1c27dcbc4.binning_data.json,47e10a82-fc08-4aa8-a50c-30b1c27dcbc4,402.4835,com.sec.android.app.shealth,
2020-03-24 23:00:00.928,311.925,356,0,1585008000000,3.524916,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-24 23:00:00.928,5d5ae9db-4ac7-4181-a24e-8ddb2c3882e1.binning_data.json,5d5ae9db-4ac7-4181-a24e-8ddb2c3882e1,15.988549,com.sec.android.app.shealth,
2019-11-30 15:55:25.636,5022.703,5928,-2,1574294400000,1.7524068,VfS0qUERdZ,com.sec.android.app.shealth,2019-11-30 15:55:25.636,43946c94-a953-4f88-a292-2637005dd8b2.binning_data.json,43946c94-a953-4f88-a292-2637005dd8b2,242.60503,com.sec.android.app.shealth,
2020-04-03 10:41:34.737,324.75513,364,-2,1585872000000,1.9177442,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-03 19:05:30.753,8925b51e-444d-4a01-8857-620f999ab8fb.binning_data.json,8925b51e-444d-4a01-8857-620f999ab8fb,16.341095,com.sec.android.app.shealth,
2020-04-07 22:00:01.362,322.3197,369,0,1586217600000,2.9848437,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-07 22:00:01.362,a7160e83-cbcb-41c3-a20b-bc9d97849baf.binning_data.json,a7160e83-cbcb-41c3-a20b-bc9d97849baf,15.828127,com.sec.android.app.shealth,
2020-03-27 23:00:01.385,176.07556,188,0,1585267200000,2.8934155,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-27 23:00:01.385,87c01cd6-8c55-4bcd-80f2-7c5ecbfa3c76.binning_data.json,87c01cd6-8c55-4bcd-80f2-7c5ecbfa3c76,9.422871,com.sec.android.app.shealth,
2020-03-26 08:11:09.172,267.22015,298,-2,1585180800000,1.7962255,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-01 22:00:02.550,d14c2ba4-1aaf-4778-992e-cad7094f6b55.binning_data.json,d14c2ba4-1aaf-4778-992e-cad7094f6b55,14.396053,com.sec.android.app.shealth,
2020-04-11 10:19:49.046,788.8702,843,-2,1586563200000,2.096423,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-11 21:14:46.445,9fa9810d-9fc6-4ac8-a150-8a5b6c60cfac.binning_data.json,9fa9810d-9fc6-4ac8-a150-8a5b6c60cfac,41.639904,com.sec.android.app.shealth,
2019-11-30 15:55:25.653,4448.07,5576,-2,1574812800000,1.5946488,VfS0qUERdZ,com.sec.android.app.shealth,2019-11-30 15:55:25.653,c11fb6e3-8afc-4e88-98e2-ea138b8c8994.binning_data.json,c11fb6e3-8afc-4e88-98e2-ea138b8c8994,203.52815,com.sec.android.app.shealth,
2020-04-10 22:00:56.117,188.04385,214,0,1586476800000,6.944445,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-10 22:00:56.117,7f3fb78e-b77c-495f-bca5-05907975ff04.binning_data.json,7f3fb78e-b77c-495f-bca5-05907975ff04,9.281062,com.sec.android.app.shealth,
2020-03-29 10:01:47.122,92.05249,114,-2,1585440000000,1.6864468,VfS0qUERdZ,com.sec.android.app.shealth,2020-03-29 13:40:02.677,0304a1fb-d478-45cc-ae57-de64bcddc7a3.binning_data.json,0304a1fb-d478-45cc-ae57-de64bcddc7a3,4.062439,com.sec.android.app.shealth,
2020-04-06 08:26:40.738,63.970947,48,-2,1586131200000,2.9437237,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-06 20:32:11.038,f9d6f984-3f4b-404e-a257-67b71e023404.binning_data.json,f9d6f984-3f4b-404e-a257-67b71e023404,3.795105,com.sec.android.app.shealth,
2019-12-01 23:00:02.153,1441.2139,1686,0,1575158400000,6.0932093,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-01 23:00:02.153,a2061787-a105-45d3-a1ba-61494f0cf3f0.binning_data.json,a2061787-a105-45d3-a1ba-61494f0cf3f0,71.739365,com.sec.android.app.shealth,
2020-04-14 08:47:52.808,423.47537,473,-2,1586822400000,1.8279383,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-14 21:09:10.429,5e72c9cf-36d5-4eaa-a78c-f5be124519e9.binning_data.json,5e72c9cf-36d5-4eaa-a78c-f5be124519e9,22.085196,com.sec.android.app.shealth,
2020-04-09 08:25:08.785,199.7037,241,-2,1586390400000,1.7360013,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-09 19:54:21.750,bda27c4f-2c5c-423f-849f-ab0c1afbe171.binning_data.json,bda27c4f-2c5c-423f-849f-ab0c1afbe171,9.534547,com.sec.android.app.shealth,
2020-04-01 05:45:23.259,328.81348,353,-2,1585699200000,2.233537,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-01 22:00:02.790,189a8d43-02ee-478a-88de-4be0e9801547.binning_data.json,189a8d43-02ee-478a-88de-4be0e9801547,18.146568,com.sec.android.app.shealth,
2020-04-13 22:00:02.079,172.63742,162,0,1586736000000,3.7802851,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-13 22:00:02.079,ed10679b-e47b-49d3-9826-dc426dfa76d2.binning_data.json,ed10679b-e47b-49d3-9826-dc426dfa76d2,10.405147,com.sec.android.app.shealth,
2020-04-17 09:37:39.970,152.31847,150,-2,1587081600000,2.5346088,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-17 19:59:14.436,ca971c97-4989-4a31-96b0-6cfbff3d8ba4.binning_data.json,ca971c97-4989-4a31-96b0-6cfbff3d8ba4,8.903533,com.sec.android.app.shealth,
2019-12-04 23:00:02.154,6889.4478,8318,0,1575417600000,6.890191,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-04 23:00:02.154,33ae2100-ef6f-4760-aa23-86840c249414.binning_data.json,33ae2100-ef6f-4760-aa23-86840c249414,325.7565,com.sec.android.app.shealth,
2020-03-30 22:00:13.310,209.47571,206,0,1585526400000,6.25099,yFuc3cHWzI,com.sec.android.app.shealth,2020-03-30 22:00:13.310,77fe2c56-52d7-4d81-a399-b4b800dec91e.binning_data.json,77fe2c56-52d7-4d81-a399-b4b800dec91e,11.642448,com.sec.android.app.shealth,
2020-04-04 20:32:11.579,24.339111,29,-2,1585958400000,1.7972126,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-04 20:40:10.521,13ca454c-54a1-4121-b80a-eb7e236b5cb8.binning_data.json,13ca454c-54a1-4121-b80a-eb7e236b5cb8,1.1300507,com.sec.android.app.shealth,
2020-04-20 09:42:02.169,745.0517,809,-2,1587340800000,2.0060902,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-20 21:06:01.105,d05c650b-feb2-4153-ab2f-52e4dc6dfa01.binning_data.json,d05c650b-feb2-4153-ab2f-52e4dc6dfa01,38.951847,com.sec.android.app.shealth,
2020-04-12 09:40:27.148,549.2815,603,-2,1586649600000,2.0203278,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-12 21:24:04.018,b4d8a847-43c8-4d08-8e8d-6c7b3e378ac6.binning_data.json,b4d8a847-43c8-4d08-8e8d-6c7b3e378ac6,29.082855,com.sec.android.app.shealth,
2020-04-16 22:00:01.644,884.4496,909,0,1586995200000,6.9119396,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-16 22:00:01.644,dd8ca5cc-075d-4587-b569-0924a0814427.binning_data.json,dd8ca5cc-075d-4587-b569-0924a0814427,47.126846,com.sec.android.app.shealth,
2019-12-07 23:01:00.145,2085.4424,2373,0,1575676800000,4.931845,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-07 23:01:00.145,d63374fb-41de-4541-b0ff-006e23c11479.binning_data.json,d63374fb-41de-4541-b0ff-006e23c11479,104.27643,com.sec.android.app.shealth,
2020-04-02 22:00:01.299,279.85376,314,0,1585785600000,3.6553721,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-02 22:00:01.299,cd85f958-d630-4563-9db7-77443051b71d.binning_data.json,cd85f958-d630-4563-9db7-77443051b71d,14.401772,com.sec.android.app.shealth,
2020-04-23 08:34:57.625,532.40497,621,-2,1587600000000,1.6330146,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-23 21:55:42.944,16d09686-2d5f-4cdb-83f4-b81aae445d42.binning_data.json,16d09686-2d5f-4cdb-83f4-b81aae445d42,26.08112,com.sec.android.app.shealth,
2019-12-10 23:01:00.490,5207.152,6528,0,1575936000000,4.018888,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-10 23:01:00.490,73fac13b-c1dc-499b-b1c2-e7ae7dc3f34c.binning_data.json,73fac13b-c1dc-499b-b1c2-e7ae7dc3f34c,237.08458,com.sec.android.app.shealth,
2020-04-19 22:00:56.594,65.46845,58,0,1587254400000,4.424244,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-19 22:00:56.594,92a9665b-1149-4c35-bf00-559064d26439.binning_data.json,92a9665b-1149-4c35-bf00-559064d26439,4.1168804,com.sec.android.app.shealth,
2020-04-07 08:50:33.376,322.3197,369,-2,1586217600000,1.9622478,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-07 20:36:05.784,5d9f867d-f5f1-4c97-9c06-232d70c0333c.binning_data.json,5d9f867d-f5f1-4c97-9c06-232d70c0333c,15.828127,com.sec.android.app.shealth,
2020-04-15 07:54:08.213,922.41254,997,-2,1586908800000,2.044403,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-15 20:20:00.818,7bb28aa5-c724-4e06-b57b-d9f19609f4d5.binning_data.json,7bb28aa5-c724-4e06-b57b-d9f19609f4d5,49.37331,com.sec.android.app.shealth,
2019-12-13 23:00:01.418,6060.826,7260,0,1576195200000,3.8831544,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-13 23:00:01.418,b6517cc7-017e-4421-a3c5-0a74444a6649.binning_data.json,b6517cc7-017e-4421-a3c5-0a74444a6649,288.86453,com.sec.android.app.shealth,
2020-04-26 09:02:26.459,302.89438,350,-2,1587859200000,1.8775784,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-26 19:51:00.920,4c6ecb73-fea7-43fc-8688-a5842fb78233.binning_data.json,4c6ecb73-fea7-43fc-8688-a5842fb78233,14.88307,com.sec.android.app.shealth,
2020-04-05 22:00:01.840,163.60767,191,0,1586044800000,3.222418,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-05 22:00:01.840,f2d926f9-0747-4b11-823e-d6bc5cdcb849.binning_data.json,f2d926f9-0747-4b11-823e-d6bc5cdcb849,8.278442,com.sec.android.app.shealth,
2020-04-10 08:51:03.059,188.04385,214,-2,1586476800000,1.9007914,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-10 19:50:02.054,86d1006d-8856-4358-9e00-09b0d52e8030.binning_data.json,86d1006d-8856-4358-9e00-09b0d52e8030,9.281062,com.sec.android.app.shealth,
2019-12-16 23:00:03.426,6173.0024,7563,0,1576454400000,4.5076604,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-16 23:00:03.426,c88babf3-ceba-4b15-8a4d-633169fb3bb2.binning_data.json,c88babf3-ceba-4b15-8a4d-633169fb3bb2,290.77988,com.sec.android.app.shealth,
2020-04-18 09:15:01.603,390.9325,441,-2,1587168000000,1.9199836,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-18 20:01:14.383,2cdd69bf-0e7d-4c66-9d7a-dd5c00990e6f.binning_data.json,2cdd69bf-0e7d-4c66-9d7a-dd5c00990e6f,19.604202,com.sec.android.app.shealth,
2020-04-22 22:00:01.454,450.79468,518,0,1587513600000,3.4369526,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-22 22:00:01.454,b57d4f82-0805-424a-9cb1-31de30864583.binning_data.json,b57d4f82-0805-424a-9cb1-31de30864583,22.723398,com.sec.android.app.shealth,
2020-04-29 07:28:49.209,453.89175,501,-2,1588118400000,1.9003175,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-29 20:28:35.039,30e79a53-c230-4a32-9752-b1c2bd28aa44.binning_data.json,30e79a53-c230-4a32-9752-b1c2bd28aa44,24.264513,com.sec.android.app.shealth,
2020-04-08 22:00:03.411,890.0907,1044,0,1586304000000,2.8806367,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-08 22:00:03.411,8ba7bf5a-4599-4353-b7dc-d668c4e36f0e.binning_data.json,8ba7bf5a-4599-4353-b7dc-d668c4e36f0e,43.363827,com.sec.android.app.shealth,
2019-12-19 23:00:01.227,122.55469,135,0,1576713600000,2.447384,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-19 23:00:01.227,2eeed938-9d88-4354-ae2c-8a423b13a003.binning_data.json,2eeed938-9d88-4354-ae2c-8a423b13a003,6.0076904,com.sec.android.app.shealth,
2020-04-13 07:33:23.241,172.63742,162,-2,1586736000000,2.3781664,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-13 20:04:22.258,76d1a711-e126-4889-ab31-33c152366940.binning_data.json,76d1a711-e126-4889-ab31-33c152366940,10.405147,com.sec.android.app.shealth,
2020-04-16 08:22:27.067,884.4496,909,-2,1586995200000,2.0066295,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-16 20:29:22.149,33b41e02-37f5-4b6d-845e-e50c01681aac.binning_data.json,33b41e02-37f5-4b6d-845e-e50c01681aac,47.126846,com.sec.android.app.shealth,
2020-04-25 22:00:01.456,587.58716,680,0,1587772800000,3.7189944,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-25 22:00:01.456,4687bc8b-7b86-4f7e-b0a4-ea51a189d128.binning_data.json,4687bc8b-7b86-4f7e-b0a4-ea51a189d128,28.249193,com.sec.android.app.shealth,
2020-04-21 08:47:34.706,183.66852,210,-2,1587427200000,1.9637498,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-21 20:30:10.680,50a1e46f-7ef6-45c1-a2cc-eedc5fe9fbcb.binning_data.json,50a1e46f-7ef6-45c1-a2cc-eedc5fe9fbcb,9.310562,com.sec.android.app.shealth,
2020-05-02 14:59:25.812,117.59172,128,-2,1588377600000,2.1385381,VfS0qUERdZ,com.sec.android.app.shealth,2020-05-02 20:45:20.836,b48e5645-c42c-45d1-a6c8-f51d7b912681.binning_data.json,b48e5645-c42c-45d1-a6c8-f51d7b912681,5.834727,com.sec.android.app.shealth,
2020-04-11 22:00:01.397,788.8702,843,0,1586563200000,4.5322895,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-11 22:00:01.397,a1e06f19-4f74-410b-bc52-e3c5e9747f06.binning_data.json,a1e06f19-4f74-410b-bc52-e3c5e9747f06,41.639904,com.sec.android.app.shealth,
2020-04-19 10:12:47.344,65.46845,58,-2,1587254400000,3.185862,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-19 13:29:16.102,fec363fb-788e-4df9-979c-3aaa8b2d5917.binning_data.json,fec363fb-788e-4df9-979c-3aaa8b2d5917,4.1168804,com.sec.android.app.shealth,
2019-12-22 23:00:03.773,1801.2737,2191,0,1576972800000,3.3904946,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-22 23:00:03.773,c5dfe21f-6994-4d1c-a5c8-551746bfa998.binning_data.json,c5dfe21f-6994-4d1c-a5c8-551746bfa998,83.78339,com.sec.android.app.shealth,
2020-04-24 15:28:37.461,190.10876,236,-2,1587686400000,1.6559497,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-24 20:25:57.004,fb75ad77-acb6-4290-aa47-96d8e28e5cb0.binning_data.json,fb75ad77-acb6-4290-aa47-96d8e28e5cb0,8.906822,com.sec.android.app.shealth,
2020-05-05 08:14:22.277,136.59735,166,-2,1588636800000,1.5209571,VfS0qUERdZ,com.sec.android.app.shealth,2020-05-05 22:00:02.296,27519613-08b5-4e6f-84ea-4748d7b74b20.binning_data.json,27519613-08b5-4e6f-84ea-4748d7b74b20,6.523594,com.sec.android.app.shealth,
2020-04-22 12:19:56.563,450.79468,518,-2,1587513600000,1.7071322,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-22 20:00:30.629,e893baf9-135a-44fb-b384-4074a9db6164.binning_data.json,e893baf9-135a-44fb-b384-4074a9db6164,22.723398,com.sec.android.app.shealth,
2020-04-14 22:00:01.580,423.47537,473,0,1586822400000,6.9444447,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-14 22:00:01.580,9a7e59e0-230f-4f65-83d7-4cd403d3520f.binning_data.json,9a7e59e0-230f-4f65-83d7-4cd403d3520f,22.085196,com.sec.android.app.shealth,
2020-04-28 22:00:01.603,310.4783,360,0,1588032000000,4.1357303,yFuc3cHWzI,com.sec.android.app.shealth,2020-04-28 22:00:01.603,1099627d-568f-4c36-ae51-6ea10fd54324.binning_data.json,1099627d-568f-4c36-ae51-6ea10fd54324,15.539743,com.sec.android.app.shealth,
2020-04-27 10:53:50.101,356.60718,407,-2,1587945600000,1.9749129,VfS0qUERdZ,com.sec.android.app.shealth,2020-04-27 21:10:53.910,abf24cdd-fd43-4c16-852d-f55910c496d5.binning_data.json,abf24cdd-fd43-4c16-852d-f55910c496d5,18.36013,com.sec.android.app.shealth,
2019-12-25 23:00:01.369,7392.733,9248,0,1577232000000,6.670084,yFuc3cHWzI,com.sec.android.app.shealth,2019-12-25 23:00:01.369,5f38a84f-4ea6-4e27-8b92-82093e8c6a59.binning_data.json,5f38a84f-4ea6-4e27-8b92-82093e8c6a59,345.37625,com.sec.android.app.shealth,
