com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
8336,1,4,19,1630188226458,17.55664,UTC+0300,,20,1630188240000,2.1059582,yFuc3cHWzI,1630188180000,com.sec.android.app.shealth,1630188233428,b102404b-7982-44eb-8adc-d62a8d589252,0.8062134,,
59922,0,4,114,1630183186872,89.02539,UTC+0300,,114,1630183080000,1.4856731,yFuc3cHWzI,1630183020000,com.sec.android.app.shealth,1630183186872,4c009e6c-f927-48c1-8c63-55d33e056b15,3.9701538,,
17275,0,4,36,1630261474748,27.97461,UTC+0300,,36,1630261500000,1.619346,yFuc3cHWzI,1630261440000,com.sec.android.app.shealth,1630261499994,7701731c-2667-49c0-a237-1aad41b934d6,1.2599487,,
42469,0,4,50,1630262100171,41.353516,UTC+0300,,50,1630262160000,0.97372174,yFuc3cHWzI,1630262100000,com.sec.android.app.shealth,1630262125433,55f14b99-f38d-48ab-97af-40bab77e1412,1.757019,,
58483,12,4,102,1629742500165,93.39746,UTC+0300,,114,1629742200000,1.5969793,yFuc3cHWzI,1629742140000,com.sec.android.app.shealth,1629742500165,6e1f3139-4d11-44bc-bdc2-f7dce6345f72,4.3757324,,
59092,0,4,113,1630183593503,87.44336,UTC+0300,,113,1630183440000,1.479777,yFuc3cHWzI,1630183380000,com.sec.android.app.shealth,1630183593503,d7b2dd9d-cdd4-4fdf-83b5-829f5bcac178,3.942749,,
17861,3,4,29,1630264500088,29.666016,UTC+0300,,32,1630264500000,1.660876,yFuc3cHWzI,1630264440000,com.sec.android.app.shealth,1630264500088,c59833ba-8d79-432f-9089-e0b9caf0ae8b,1.7622681,,
9705,0,4,23,1630274970107,19.47461,UTC+0300,,23,1630275000000,2.0065136,yFuc3cHWzI,1630274940000,com.sec.android.app.shealth,1630274978725,44f04022-13ae-4d4b-b87a-4ea2d87aa443,0.82006836,,
40832,0,4,99,1629742500246,76.88281,UTC+0300,,99,1629742500000,1.8828875,yFuc3cHWzI,1629742440000,com.sec.android.app.shealth,1629742500246,6eadcb6e-87ed-4f11-9371-0bbc39cbb91e,3.4553223,,
5475,0,4,12,1630183741039,9.650391,UTC+0300,,12,1630183800000,1.7624767,yFuc3cHWzI,1630183740000,com.sec.android.app.shealth,1630183743693,a1e9bd1f-f688-43cb-b775-bf6bd6f9c0d8,0.41625977,,
60000,2,4,62,1629742500413,54.185547,UTC+0300,,64,1629742560000,0.90309244,yFuc3cHWzI,1629742500000,com.sec.android.app.shealth,1629742555061,7691ec9d-2653-4580-8471-a530a09d83ea,2.6502686,,
60000,66,4,49,1630301654616,125.33789,UTC+0300,,115,1630300620000,2.088965,yFuc3cHWzI,1630300560000,com.sec.android.app.shealth,1630301654616,a4b42e24-be90-4696-b671-5f4af19c2f83,7.8304443,,
4366,2,4,10,1629843543232,10.449219,UTC+0300,,12,1629843600000,2.3930948,yFuc3cHWzI,1629843540000,com.sec.android.app.shealth,1629843546304,f5be5186-8254-4f75-b153-bae98391f366,0.4779663,,
5911,0,4,11,1629843605814,10.056641,UTC+0300,,11,1629843660000,1.7011178,yFuc3cHWzI,1629843600000,com.sec.android.app.shealth,1629843607920,c4b6da88-28a8-489d-af9b-2a92bbf34643,0.4185791,,
58278,0,4,114,1630301654813,88.3418,UTC+0300,,114,1630301040000,1.5158542,yFuc3cHWzI,1630300980000,com.sec.android.app.shealth,1630301654813,12150be7-9aa2-481d-bc69-cd675ae8255f,3.9762573,,
11993,0,4,26,1629992885501,20.688477,UTC+0300,,26,1629992940000,1.7249116,yFuc3cHWzI,1629992880000,com.sec.android.app.shealth,1629992893426,0ab91c2e-58d3-4348-82c7-431e9ae6ec07,0.9034424,,
5367,0,4,11,1630006885481,9.118164,UTC+0300,,11,1630006920000,1.6989008,yFuc3cHWzI,1630006860000,com.sec.android.app.shealth,1630006885481,c9e2ab9b-1b1b-48fe-99bc-cd273515e90a,0.38952637,,
58699,0,4,116,1630301654935,90.33789,UTC+0300,,116,1630301400000,1.5390004,yFuc3cHWzI,1630301340000,com.sec.android.app.shealth,1630301654935,229f9c75-f243-47c8-be76-a15e6b740340,4.039551,,
6331,6,4,12,1630137588865,16.25879,UTC+0300,,18,1630137600000,2.5679886,yFuc3cHWzI,1630137540000,com.sec.android.app.shealth,1630137592027,4acbb127-c7c8-48ba-b2f8-ee41207d8045,0.90966797,,
12149,0,4,12,1630160441197,11.657227,UTC+0300,,12,1630160460000,0.9594733,yFuc3cHWzI,1630160400000,com.sec.android.app.shealth,1630160441197,9fd5e965-cd2d-4775-9226-4b4c8ae16aac,0.5913086,,
58536,0,4,127,1630179300166,101.70801,UTC+0300,,127,1630179000000,1.7375106,yFuc3cHWzI,1630178940000,com.sec.android.app.shealth,1630179300166,b8647a4a-e132-496b-932e-8c9e2fe6377b,4.406311,,
60000,0,4,125,1630179300420,99.62695,UTC+0300,,125,1630179360000,1.6604493,yFuc3cHWzI,1630179300000,com.sec.android.app.shealth,1630179359854,41842a0e-7f2a-4426-b017-6db79a62835f,4.3389893,,
60000,0,4,116,1630179804762,90.37109,UTC+0300,,116,1630179720000,1.5061849,yFuc3cHWzI,1630179660000,com.sec.android.app.shealth,1630179804762,bdde41d0-0872-4e4e-9bc0-3b1698efc86b,4.0407104,,
6123,1,4,12,1630180372916,13.087891,UTC+0300,,13,1630180260000,2.1373856,yFuc3cHWzI,1630180200000,com.sec.android.app.shealth,1630180372916,55200b6a-8821-45ea-acd5-304f9581b9f4,0.8623047,,
59571,0,4,120,1630181172613,94.384766,UTC+0300,,120,1630181160000,1.5843912,yFuc3cHWzI,1630181100000,com.sec.android.app.shealth,1630181172613,339dff48-5566-49c4-a69f-4ffefab13343,4.172058,,
58925,0,4,118,1630182900208,91.833984,UTC+0300,,118,1630182900000,1.5584787,yFuc3cHWzI,1630182840000,com.sec.android.app.shealth,1630182900208,2e3fd87c-900a-4b44-8138-5eb28865776b,4.1262207,,
60000,0,4,114,1630301700231,88.26367,UTC+0300,,114,1630301760000,1.4710612,yFuc3cHWzI,1630301700000,com.sec.android.app.shealth,1630301759760,a9b96764-b06a-4109-8639-23e43e6a9e36,3.9781494,,
58573,0,4,104,1630183593461,78.7793,UTC+0300,,104,1630183260000,1.3449574,yFuc3cHWzI,1630183200000,com.sec.android.app.shealth,1630183593461,515295b5-21fc-449e-a359-3508604348ba,3.656372,,
59551,0,4,127,1630179300139,101.57617,UTC+0300,,127,1630178940000,1.7056925,yFuc3cHWzI,1630178880000,com.sec.android.app.shealth,1630179300139,54e3f147-4f71-42b8-83c6-8c708874a89a,4.406433,,
29739,0,4,60,1630237816856,48.621094,UTC+0300,,60,1630237860000,1.6349244,yFuc3cHWzI,1630237800000,com.sec.android.app.shealth,1630237851810,59cb8a0d-cd04-4f17-8e8a-f0cbc96790e1,2.3052368,,
50626,0,4,99,1630183593546,76.4668,UTC+0300,,99,1630183620000,1.5104182,yFuc3cHWzI,1630183560000,com.sec.android.app.shealth,1630183619486,6447d8c6-dc1b-411a-af2f-a34a1b932cca,3.460083,,
60000,0,4,107,1630302162806,83.67383,UTC+0300,,107,1630302120000,1.3945638,yFuc3cHWzI,1630302060000,com.sec.android.app.shealth,1630302162806,8d411419-bef6-4cfb-aa47-9b1009602890,3.845337,,
56628,0,4,123,1630179300279,97.234375,UTC+0300,,123,1630179300000,1.717043,yFuc3cHWzI,1630179240000,com.sec.android.app.shealth,1630179300279,0e912cc7-5817-45a0-a29e-66455207b1cf,4.274109,,
3141,3,4,6,1630185642079,9.6484375,UTC+0300,,9,1630185660000,3.0714612,yFuc3cHWzI,1630185600000,com.sec.android.app.shealth,1630185642114,8188f61b-bc3f-4dfc-ab28-02830619715b,0.6600342,,
31716,7,4,65,1630261560213,60.23047,UTC+0300,,72,1630261620000,1.8990428,yFuc3cHWzI,1630261560000,com.sec.android.app.shealth,1630261619749,0cb81e8f-a22c-422b-ae79-e49d179a4693,2.925232,,
44671,4,4,96,1630303513507,81.18359,UTC+0300,,100,1630303560000,1.8173574,yFuc3cHWzI,1630303500000,com.sec.android.app.shealth,1630304100031,53bd49a1-2f7d-4532-b6b5-c084f4b854df,3.6679688,,
18851,0,4,35,1630261388908,27.580078,UTC+0300,,35,1630261440000,1.4630069,yFuc3cHWzI,1630261380000,com.sec.android.app.shealth,1630261409358,20626e08-cf39-4ecd-9eb3-afe051be91fb,1.3389893,,
56744,0,4,114,1630179600471,89.6875,UTC+0300,,114,1630179660000,1.5805517,yFuc3cHWzI,1630179600000,com.sec.android.app.shealth,1630179804723,b19eb0d5-67be-42cb-91d0-1004c14c296c,3.9644775,,
5755,0,4,13,1630262096124,10.580078,UTC+0300,,13,1630262100000,1.8381851,yFuc3cHWzI,1630262040000,com.sec.android.app.shealth,1630262099616,c8fa8a1d-dd46-4a27-85f9-2e2e2f49e674,0.45037842,,
12075,0,4,13,1630262494105,11.8046875,UTC+0300,,13,1630262340000,0.9775575,yFuc3cHWzI,1630262280000,com.sec.android.app.shealth,1630262494105,c40728da-4602-46d3-85f9-0b4aab0e16e4,0.6784668,,
60000,76,4,60,1630304100245,135.60352,UTC+0300,,136,1630303920000,2.2600586,yFuc3cHWzI,1630303860000,com.sec.android.app.shealth,1630304100245,0242dcbe-405c-48ab-b285-5ede04c0cf4b,8.174805,,
5649,3,4,15,1630262494171,15.9921875,UTC+0300,,18,1630262520000,2.830817,yFuc3cHWzI,1630262460000,com.sec.android.app.shealth,1630262494171,456f00de-9ff6-4390-8bb7-0abadc4f14d6,0.8607788,,
8242,0,4,19,1630179983256,15.455078,UTC+0300,,19,1630180020000,1.8749665,yFuc3cHWzI,1630179960000,com.sec.android.app.shealth,1630179989845,7de1e9ca-7e68-4b08-885c-1a4de87f5939,0.65844727,,
60000,97,4,32,1630304996028,133.34375,UTC+0300,,129,1630304280000,2.2223957,yFuc3cHWzI,1630304220000,com.sec.android.app.shealth,1630304996028,1af93814-0a76-4f54-ab10-bb83afe018cb,8.680542,,
60000,61,4,62,1630304996145,118.427734,UTC+0300,,123,1630304640000,1.9737955,yFuc3cHWzI,1630304580000,com.sec.android.app.shealth,1630304996145,bbf2ca72-a711-4b75-a786-2dd8b942feb8,6.9698486,,
15556,0,4,27,1630264627758,20.171875,UTC+0300,,27,1630264620000,1.296646,yFuc3cHWzI,1630264560000,com.sec.android.app.shealth,1630264627758,b1095358-1d4d-46b3-9965-6c4cb5c35351,0.95544434,,
1292,0,4,3,1630274880375,2.4492188,UTC+0300,,3,1630274940000,1.8953376,yFuc3cHWzI,1630274880000,com.sec.android.app.shealth,1630274881785,75c995b0-07fc-4486-8a5b-cc11b867afbd,0.104003906,,
56207,0,4,117,1630181172578,93.046875,UTC+0300,,117,1630181100000,1.6554174,yFuc3cHWzI,1630181040000,com.sec.android.app.shealth,1630181172578,52e350a8-2c4d-47c4-b310-aad21194ccc4,4.0618896,,
28218,18,4,68,1630304996241,75.07422,UTC+0300,,86,1630305000000,2.6604452,yFuc3cHWzI,1630304940000,com.sec.android.app.shealth,1630304996241,bc8d657a-c217-4954-89d9-a91eaba138fb,3.7766113,,
59468,0,4,115,1630301654618,89.55664,UTC+0300,,115,1630300680000,1.5059538,yFuc3cHWzI,1630300620000,com.sec.android.app.shealth,1630301654618,ee2a211a-ea31-45c7-aa08-0576ce4c632d,4.0075073,,
13319,0,4,21,1630299856766,16.144531,UTC+0300,,21,1630299900000,1.2120866,yFuc3cHWzI,1630299840000,com.sec.android.app.shealth,1630299857084,175464bc-4702-4560-a1cd-400ede4ef22f,0.74035645,,
58500,0,4,116,1630301654733,90.203125,UTC+0300,,116,1630300800000,1.5419095,yFuc3cHWzI,1630300740000,com.sec.android.app.shealth,1630301654733,96b4bb6e-7322-402e-aef3-7691bb1e715e,4.0422974,,
59143,0,4,115,1630301654791,89.33008,UTC+0300,,115,1630300980000,1.5104082,yFuc3cHWzI,1630300920000,com.sec.android.app.shealth,1630301654791,bf65ac62-49fb-4012-9be2-efa188e1ea81,4.008728,,
6997,0,4,16,1630182900204,12.462891,UTC+0300,,16,1630182840000,1.7810148,yFuc3cHWzI,1630182780000,com.sec.android.app.shealth,1630182900204,bd82e06d-7437-4168-bed2-02987d3434ea,0.55877686,,
58815,0,4,117,1630183186911,92.93555,UTC+0300,,117,1630183200000,1.5801258,yFuc3cHWzI,1630183140000,com.sec.android.app.shealth,1630183593448,895e12d5-025e-4f05-8b61-acb8edfb148a,4.065735,,
60000,5,4,113,1630301654851,94.45508,UTC+0300,,118,1630301160000,1.5742513,yFuc3cHWzI,1630301100000,com.sec.android.app.shealth,1630301654851,6946cdc8-81c5-41b3-adf3-1198a81054ce,4.3187256,,
58558,0,4,115,1630301654921,89.26172,UTC+0300,,115,1630301340000,1.5243076,yFuc3cHWzI,1630301280000,com.sec.android.app.shealth,1630301654921,44462695-fb6c-4e53-9352-b25e79f50c07,4.010742,,
57554,0,4,116,1630301655009,90.73047,UTC+0300,,116,1630301700000,1.5764335,yFuc3cHWzI,1630301640000,com.sec.android.app.shealth,1630301700025,e9103b61-5c4a-45aa-be60-fbc12c5d1651,4.0393066,,
57715,0,4,116,1630301654965,90.58984,UTC+0300,,116,1630301520000,1.5695871,yFuc3cHWzI,1630301460000,com.sec.android.app.shealth,1630301654965,fc138bc5-ca57-4035-af14-539fac51bf18,4.0373535,,
58384,0,4,107,1630183593531,81.64258,UTC+0300,,107,1630183560000,1.3983591,yFuc3cHWzI,1630183500000,com.sec.android.app.shealth,1630183593531,0a7aede1-5a84-4bed-b36a-8e722779d71c,3.7496338,,
51486,0,4,94,1630302162787,72.103516,UTC+0300,,94,1630302060000,1.4004395,yFuc3cHWzI,1630302000000,com.sec.android.app.shealth,1630302162787,d100a899-6c55-4bfa-8d74-d33de16ce408,3.2872314,,
56505,0,4,118,1630338900155,92.21875,UTC+0300,,118,1630338240000,1.6320335,yFuc3cHWzI,1630338180000,com.sec.android.app.shealth,1630338900155,6955356b-3620-4575-81c8-cd20c604d8a7,4.1054688,,
57894,0,4,115,1630302162708,89.384766,UTC+0300,,115,1630301880000,1.5439154,yFuc3cHWzI,1630301820000,com.sec.android.app.shealth,1630302162708,5bd5e034-2ea1-4bd8-b455-ceeaf3d4f24f,4.009033,,
12055,0,4,23,1630338900247,17.175781,UTC+0300,,23,1630338780000,1.4247584,yFuc3cHWzI,1630338720000,com.sec.android.app.shealth,1630338900247,f887d4a7-fce1-4172-a345-634f34e7228c,0.8154297,,
31385,0,4,60,1630184167289,46.4375,UTC+0300,,60,1630184220000,1.4796051,yFuc3cHWzI,1630184160000,com.sec.android.app.shealth,1630184209928,66081b31-e92d-4a91-ab7b-58e95e3e0321,2.109558,,
4530,0,4,7,1630303069786,5.591797,UTC+0300,,7,1630303080000,1.2343601,yFuc3cHWzI,1630303020000,com.sec.android.app.shealth,1630303070031,d0e9eeb8-ed90-431a-aa8e-fed80815264d,0.24389648,,
58680,0,4,120,1630339735945,94.47656,UTC+0300,,120,1630339380000,1.6100112,yFuc3cHWzI,1630339320000,com.sec.android.app.shealth,1630339735945,4c9b8007-40e2-4679-9cfe-bd4d5f33c592,4.1743164,,
4326,0,4,6,1630302632662,4.267578,UTC+0300,,6,1630302660000,0.9863991,yFuc3cHWzI,1630302600000,com.sec.android.app.shealth,1630302632662,da4bd7eb-cf01-4fc0-8624-d7aa56b35fe9,0.22070312,,
11096,0,4,18,1630339736044,13.40625,UTC+0300,,18,1630339740000,1.2081951,yFuc3cHWzI,1630339680000,com.sec.android.app.shealth,1630339736044,a3a1d435-dd61-451d-858a-22f583b98b0b,0.63879395,,
9571,6,4,17,1630261373601,21.673828,UTC+0300,,23,1630261380000,2.2645142,yFuc3cHWzI,1630261320000,com.sec.android.app.shealth,1630261378834,12ccbb49-2aa2-45ed-9ccc-18befd988090,1.1467285,,
54324,0,4,125,1630179300211,99.3418,UTC+0300,,125,1630179120000,1.8286638,yFuc3cHWzI,1630179060000,com.sec.android.app.shealth,1630179300211,fea51de5-1b60-4ef2-b6ef-81f34ed048b6,4.3410645,,
60000,60,4,67,1630304100230,121.12305,UTC+0300,,127,1630303860000,2.0187175,yFuc3cHWzI,1630303800000,com.sec.android.app.shealth,1630304100230,3e7483f1-d6f3-48f7-b861-5a51d97ad506,7.0584717,,
3797,4,4,6,1630360706569,13.42239,UTC+0300,,10,1630360740000,3.5341477,yFuc3cHWzI,1630360680000,com.sec.android.app.shealth,1630360708900,f1b88db1-5e48-4436-a559-2f21ae45df98,0.8474958,,
4822,0,4,7,1630422068973,8.142166,UTC+0300,,7,1630422120000,1.6882548,yFuc3cHWzI,1630422060000,com.sec.android.app.shealth,1630422069181,bf5079d6-8e79-4c95-b2f8-e2dc9f84da92,0.5262065,,
60000,94,4,38,1630304100110,143.07617,UTC+0300,,132,1630303680000,2.3846028,yFuc3cHWzI,1630303620000,com.sec.android.app.shealth,1630304100110,93e30368-11b3-49d0-8a3c-2d1a77d7ab5b,9.142578,,
1669,0,4,6,1630261721579,11.59375,UTC+0300,,6,1630261740000,6.9444447,yFuc3cHWzI,1630261680000,com.sec.android.app.shealth,1630261721579,e8786b4c-62c8-4e0d-9e60-0ec312ce80e5,0.78253174,,
58139,0,4,114,1630179420121,88.37891,UTC+0300,,114,1630179480000,1.5201068,yFuc3cHWzI,1630179420000,com.sec.android.app.shealth,1630179592681,1206cba6-61de-4523-b949-bfb2649acde0,3.9754028,,
38748,79,4,53,1630304996004,132.38477,UTC+0300,,132,1630304220000,3.4164927,yFuc3cHWzI,1630304160000,com.sec.android.app.shealth,1630304996004,4bc261ff-eb47-479f-bbd3-7d8966e8746b,8.098022,,
54161,0,4,114,1630493700155,88.09958,UTC+0300,,114,1630493520000,1.6266235,yFuc3cHWzI,1630493460000,com.sec.android.app.shealth,1630493700155,eb56c9fc-768a-46fc-a082-03c64f6c81ce,3.9793148,,
18380,0,4,38,1630262494149,30.53125,UTC+0300,,38,1630262460000,1.6611046,yFuc3cHWzI,1630262400000,com.sec.android.app.shealth,1630262494149,52c3585f-7f5d-425a-85db-bfca855e6ce2,1.317749,,
44124,60,4,69,1630304100274,121.69336,UTC+0300,,129,1630304040000,2.7579684,yFuc3cHWzI,1630303980000,com.sec.android.app.shealth,1630304100274,42b68298-4ca4-4f03-8e61-5f93b1f69f44,7.0133057,,
25108,0,4,59,1630274849968,48.476562,UTC+0300,,59,1630274880000,1.9307032,yFuc3cHWzI,1630274820000,com.sec.android.app.shealth,1630274879924,09634dbf-77b3-4aaf-8f7d-43e77262204f,2.081726,,
55084,0,4,115,1630494900115,89.35065,UTC+0300,,115,1630493880000,1.6220628,yFuc3cHWzI,1630493820000,com.sec.android.app.shealth,1630494900115,38c8a5ce-8a2d-4a04-a6f6-617bb5bd7266,4.0083046,,
7871,0,4,15,1630179804828,11.449219,UTC+0300,,15,1630179840000,1.454536,yFuc3cHWzI,1630179780000,com.sec.android.app.shealth,1630179804828,b695481d-5fd3-4f97-bbd0-d459c5c8c772,0.52563477,,
54169,84,4,53,1630304996128,146.24414,UTC+0300,,137,1630304580000,2.6997511,yFuc3cHWzI,1630304520000,com.sec.android.app.shealth,1630304996128,4886a7d0-3093-4be1-af0f-85ae13742e71,8.961914,,
28907,3,4,31,1630300512328,30.144531,UTC+0300,,34,1630300560000,1.042784,yFuc3cHWzI,1630300500000,com.sec.android.app.shealth,1630300538114,4eaf5c93-7b55-4ea6-b89f-f47435d5f4b3,1.6577148,,
60000,68,4,66,1630304996076,132.5664,UTC+0300,,134,1630304400000,2.20944,yFuc3cHWzI,1630304340000,com.sec.android.app.shealth,1630304996076,c2bd076e-2e91-47e7-a0c6-21ad778c5626,7.7929688,,
59125,0,4,118,1630301654770,92.4707,UTC+0300,,118,1630300920000,1.5639639,yFuc3cHWzI,1630300860000,com.sec.android.app.shealth,1630301654770,88668124-e2ef-4683-915a-f15d6bf81622,4.1052246,,
57323,0,4,118,1630494900274,92.80835,UTC+0300,,118,1630494240000,1.6190232,yFuc3cHWzI,1630494180000,com.sec.android.app.shealth,1630494900274,5df7a651-f4b5-466f-b095-c2fc8e226daf,4.1023026,,
39633,36,4,28,1630180372974,63.75,UTC+0300,,64,1630180380000,1.608481,yFuc3cHWzI,1630180320000,com.sec.android.app.shealth,1630180372974,8302af6a-6bad-4a6b-a4ee-a8545a27747d,3.864685,,
60000,13,4,105,1630304996224,100.140625,UTC+0300,,118,1630304940000,1.6690104,yFuc3cHWzI,1630304880000,com.sec.android.app.shealth,1630304996224,cdf67faf-9117-4087-91d4-fc8baf3523eb,4.6827393,,
59018,0,4,114,1630301654904,88.28711,UTC+0300,,114,1630301280000,1.4959235,yFuc3cHWzI,1630301220000,com.sec.android.app.shealth,1630301654904,0b15fdc7-14f0-4c26-ac21-774bb529a305,3.977417,,
60000,0,4,118,1630304996177,92.23828,UTC+0300,,118,1630304760000,1.5373046,yFuc3cHWzI,1630304700000,com.sec.android.app.shealth,1630304996177,e37f5a15-3d01-4afa-bac7-b6c3fcaada0e,4.1065674,,
57353,0,4,117,1630301654995,91.45508,UTC+0300,,117,1630301640000,1.5945817,yFuc3cHWzI,1630301580000,com.sec.android.app.shealth,1630301654995,a7f842d4-d719-4d4d-8477-d686b3b208e4,4.070923,,
58436,0,4,114,1630494900339,88.54016,UTC+0300,,114,1630494600000,1.5151438,yFuc3cHWzI,1630494540000,com.sec.android.app.shealth,1630494900339,fd8d8288-6e51-4e14-b23d-a8fb28877d14,3.9736862,,
60000,0,4,120,1630338900124,94.48047,UTC+0300,,120,1630338180000,1.5746745,yFuc3cHWzI,1630338120000,com.sec.android.app.shealth,1630338900124,e2ee3a0a-c063-494a-8594-9db88ec5fb39,4.1741943,,
48666,0,4,88,1630181276187,67.02344,UTC+0300,,88,1630181280000,1.3772043,yFuc3cHWzI,1630181220000,com.sec.android.app.shealth,1630181276187,53e9dafa-ea09-496f-ad56-cd54372906e5,3.0865479,,
60000,0,4,115,1630302162762,89.37891,UTC+0300,,115,1630302000000,1.4896485,yFuc3cHWzI,1630301940000,com.sec.android.app.shealth,1630302162762,e2a0ec8c-df6e-4cbc-9d8c-20f2cd5fdcd1,4.00708,,
28900,0,4,49,1630338900231,37.408203,UTC+0300,,49,1630338540000,1.2943765,yFuc3cHWzI,1630338480000,com.sec.android.app.shealth,1630338900231,614a2601-9726-4b42-9665-484bc15a86ab,1.7172852,,
58595,0,4,118,1630183186837,92.66992,UTC+0300,,118,1630183020000,1.5815223,yFuc3cHWzI,1630182960000,com.sec.android.app.shealth,1630183186837,df153bcb-3725-4863-94c2-ecc53a3730c1,4.104004,,
27620,0,4,55,1630337981561,44.507812,UTC+0300,,55,1630338000000,1.6113844,yFuc3cHWzI,1630337940000,com.sec.android.app.shealth,1630337981561,38d5d0da-83e1-4bd4-aab5-18f3c7d60092,1.9071045,,
10284,0,4,24,1630302809659,19.378906,UTC+0300,,24,1630302840000,1.8843063,yFuc3cHWzI,1630302780000,com.sec.android.app.shealth,1630302830264,61ecfa68-b317-402c-9310-bc127d410d22,0.8413086,,
37692,67,4,60,1630304100208,120.81641,UTC+0300,,127,1630303800000,3.2053204,yFuc3cHWzI,1630303740000,com.sec.android.app.shealth,1630304100208,7fa7f4ab-3481-42a0-a9b5-991902fd0ad1,7.1759033,,
60000,0,4,119,1630338900184,93.29883,UTC+0300,,119,1630338360000,1.5549805,yFuc3cHWzI,1630338300000,com.sec.android.app.shealth,1630338900184,2b646843-a11d-410a-b1b7-82620cbff168,4.1401367,,
60000,63,4,66,1630304100555,126.32031,UTC+0300,,129,1630304160000,2.1053386,yFuc3cHWzI,1630304100000,com.sec.android.app.shealth,1630304159935,2065acec-52bf-47f4-a3d3-c3c8a6dac727,7.3531494,,
56896,0,4,112,1630183593491,86.08203,UTC+0300,,112,1630183380000,1.5129551,yFuc3cHWzI,1630183320000,com.sec.android.app.shealth,1630183593491,86d59519-9838-43b3-9d4e-05b882d82673,3.9159546,,
40689,64,4,58,1630304996111,120.49805,UTC+0300,,122,1630304520000,2.9613898,yFuc3cHWzI,1630304460000,com.sec.android.app.shealth,1630304996111,f9c4b573-c365-40c7-ab6b-2007862a488c,7.1258545,,
60000,0,4,116,1630494900393,90.45459,UTC+0300,,116,1630494960000,1.5075765,yFuc3cHWzI,1630494900000,com.sec.android.app.shealth,1630494959608,900f7803-7672-4b9f-88ef-aeb0f7171582,4.039505,,
17803,0,4,32,1630338900280,24.566406,UTC+0300,,32,1630338900000,1.3798423,yFuc3cHWzI,1630338840000,com.sec.android.app.shealth,1630338900280,44182fe3-0721-4fb5-920a-117d4f6192ec,1.1193848,,
58158,0,4,121,1630339735928,95.64258,UTC+0300,,121,1630339320000,1.6445059,yFuc3cHWzI,1630339260000,com.sec.android.app.shealth,1630339735928,99a02aab-f079-410d-af3d-764e4b2fab7a,4.202881,,
60000,19,4,101,1630304996208,100.375,UTC+0300,,120,1630304880000,1.6729167,yFuc3cHWzI,1630304820000,com.sec.android.app.shealth,1630304996208,10f0602e-f464-432a-b963-ecc45c1c43ed,4.9665527,,
17426,1,4,30,1630183680241,25.652344,UTC+0300,,31,1630183740000,1.4720209,yFuc3cHWzI,1630183680000,com.sec.android.app.shealth,1630183734826,4c74c43c-2a5e-4df3-a51a-c487b2b9ca6a,1.3448486,,
18303,0,4,45,1630338900097,36.20508,UTC+0300,,45,1630338060000,1.9780911,yFuc3cHWzI,1630338000000,com.sec.android.app.shealth,1630338900097,d53a6183-e835-4ca0-aeec-836a60061d89,1.5654297,,
58436,0,4,119,1630495260301,93.28369,UTC+0300,,119,1630495320000,1.5963281,yFuc3cHWzI,1630495260000,com.sec.android.app.shealth,1630495319845,8c45aa06-4425-4287-87db-38790dad5be0,4.1395416,,
59699,0,4,113,1630338900216,87.38672,UTC+0300,,113,1630338480000,1.4637648,yFuc3cHWzI,1630338420000,com.sec.android.app.shealth,1630338900216,ca51cc69-7e44-41f0-9a8a-4faff8acfce2,3.944458,,
52637,0,4,89,1630339736029,68.02344,UTC+0300,,89,1630339680000,1.2923093,yFuc3cHWzI,1630339620000,com.sec.android.app.shealth,1630339736029,de5681c0-8e00-4966-8ecd-858f12099a2c,3.119873,,
56952,0,4,117,1630339735980,91.40039,UTC+0300,,117,1630339500000,1.6048442,yFuc3cHWzI,1630339440000,com.sec.android.app.shealth,1630339735980,51749a4f-4608-42e1-b521-af963c162e38,4.071533,,
58463,0,4,122,1630339735909,96.18359,UTC+0300,,122,1630339260000,1.6451919,yFuc3cHWzI,1630339200000,com.sec.android.app.shealth,1630339735909,2ed5c01c-71e3-4cfd-93fa-9653ac8bc8ff,4.2441406,,
10374,4,4,22,1630225121448,29.595703,UTC+0300,,26,1630225140000,2.852709,yFuc3cHWzI,1630225080000,com.sec.android.app.shealth,1630225138024,9bca06f1-0347-4b7b-a8c3-8631623c9c73,1.8503418,,
9436,0,4,19,1630360640715,14.979679,UTC+0300,,19,1630360680000,1.5874202,yFuc3cHWzI,1630360620000,com.sec.android.app.shealth,1630360640715,9d126fc6-3d3e-4087-a222-acdb93a28944,0.66051483,,
60000,0,4,115,1630339736012,89.53711,UTC+0300,,115,1630339620000,1.4922851,yFuc3cHWzI,1630339560000,com.sec.android.app.shealth,1630339736012,be998e83-f743-4bfe-b294-bc42daa362b3,4.008301,,
