com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
11867,0,4,26,1631784647539,21.257812,UTC+0300,,26,1631784660000,1.7912976,yFuc3cHWzI,1631784600000,com.sec.android.app.shealth,1631784647539,2bfef27c-11d1-437c-91a4-85e3a9ddf073,0.9099121,,
47714,42,4,83,1630304100288,114.25586,UTC+0300,,125,1630304100000,2.394587,yFuc3cHWzI,1630304040000,com.sec.android.app.shealth,1630304100288,450b2c5f-225d-45b1-bc0c-4c320611c03e,6.2454834,,
58452,0,4,120,1631788440302,94.82031,UTC+0300,,120,1631788500000,1.6221657,yFuc3cHWzI,1631788440000,com.sec.android.app.shealth,1631788500028,77f2912c-46c3-4c79-9f8e-a95fbfd1d826,4.171997,,
35422,81,4,49,1630304996094,135.76758,UTC+0300,,130,1630304460000,3.8328304,yFuc3cHWzI,1630304400000,com.sec.android.app.shealth,1630304996094,10983ac0-ffb2-4698-9935-92c0665a7359,8.41687,,
60000,0,4,116,1631799041470,90.45703,UTC+0300,,116,1631798400000,1.5076172,yFuc3cHWzI,1631798340000,com.sec.android.app.shealth,1631799041470,b013b15a-2e83-4679-82ab-c859006fe70f,4.037842,,
48574,0,4,101,1631798100177,79.34375,UTC+0300,,101,1631797980000,1.6334393,yFuc3cHWzI,1631797920000,com.sec.android.app.shealth,1631798100177,53c733fe-c60e-439d-a1f5-e011e406ea40,3.5136719,,
60000,0,4,118,1631866625399,92.34766,UTC+0300,,118,1631866620000,1.5391276,yFuc3cHWzI,1631866560000,com.sec.android.app.shealth,1631866625399,f7c548d5-e0a9-40a1-849e-231486ae4381,4.1115723,,
58132,0,4,118,1630304996193,92.27539,UTC+0300,,118,1630304820000,1.5873207,yFuc3cHWzI,1630304760000,com.sec.android.app.shealth,1630304996193,ba12587b-f386-44c4-b30a-f945d21dd021,4.1070557,,
59603,0,4,124,1630338900100,98.39844,UTC+0300,,124,1630338120000,1.6508738,yFuc3cHWzI,1630338060000,com.sec.android.app.shealth,1630338900100,1a61171c-1374-48b8-80c3-ff04807881d3,4.3060303,,
4618,0,4,6,1631788783613,16.035156,UTC+0300,,6,1631788800000,3.4722223,yFuc3cHWzI,1631788740000,com.sec.android.app.shealth,1631788783613,561170d6-f437-4998-9401-6324c9f4e553,1.0675049,,
57195,0,4,115,1630338900197,89.33008,UTC+0300,,115,1630338420000,1.561831,yFuc3cHWzI,1630338360000,com.sec.android.app.shealth,1630338900197,0c8c3179-6fd0-4853-bf6b-bc4545e5c2da,4.0097656,,
59102,0,4,114,1631799041528,88.375,UTC+0300,,114,1631798700000,1.4952776,yFuc3cHWzI,1631798640000,com.sec.android.app.shealth,1631799041528,12aeb2a9-827c-4e8e-9629-64d6b717817e,3.9776611,,
35607,0,4,87,1631718497110,71.08203,UTC+0300,,87,1631718540000,1.9962635,yFuc3cHWzI,1631718480000,com.sec.android.app.shealth,1631718537424,e59f9972-faba-430c-bd1e-3be6acb581db,2.9853516,,
59022,0,4,115,1631799041442,89.38672,UTC+0300,,115,1631798280000,1.514463,yFuc3cHWzI,1631798220000,com.sec.android.app.shealth,1631799041442,303bd46d-35ec-4aba-b2cd-000f7baadb59,4.0081787,,
6207,0,4,6,1631866722405,4.421875,UTC+0300,,6,1631866740000,0.7123492,yFuc3cHWzI,1631866680000,com.sec.android.app.shealth,1631866722405,53f43c98-deff-4b3c-bf3c-911f75983c39,0.21582031,,
49492,0,4,96,1631718900054,73.85547,UTC+0300,,96,1631718840000,1.4922603,yFuc3cHWzI,1631718780000,com.sec.android.app.shealth,1631718900054,726fee88-ec1f-4cd6-b47e-b0705f5181d9,3.3569336,,
42356,0,4,87,1630339735886,68.11719,UTC+0300,,87,1630339200000,1.6081727,yFuc3cHWzI,1630339140000,com.sec.android.app.shealth,1630339735886,6d0ec7d2-2d41-4c6f-85d7-0c170bf87808,3.0308838,,
57585,0,4,115,1631799041505,89.30469,UTC+0300,,115,1631798580000,1.5508151,yFuc3cHWzI,1631798520000,com.sec.android.app.shealth,1631799041505,2b023f70-f729-4697-a7fd-6ee3c2b9c8d9,4.0093994,,
4668,2,4,7,1631789461918,9.46875,UTC+0300,,9,1631789520000,2.0280662,yFuc3cHWzI,1631789460000,com.sec.android.app.shealth,1631789606060,a333a1a3-5a4b-47ff-a284-005aefb8b9e2,0.6801758,,
7261,0,4,15,1631866870203,11.0078125,UTC+0300,,15,1631866860000,1.5158769,yFuc3cHWzI,1631866800000,com.sec.android.app.shealth,1631866870203,56edc3f7-95d8-494d-a0cc-e552bbe8e50d,0.5419922,,
56954,0,4,119,1630339735997,93.59961,UTC+0300,,119,1630339560000,1.6434152,yFuc3cHWzI,1630339500000,com.sec.android.app.shealth,1630339735997,1915d28f-3c23-459f-86eb-4287f1d52eaa,4.1375732,,
8847,0,4,20,1631797244989,16.511719,UTC+0300,,20,1631797140000,1.8661872,yFuc3cHWzI,1631797080000,com.sec.android.app.shealth,1631797244989,0b9294df-cab3-41df-a0b6-f02c7c52a60d,0.7001953,,
20068,0,4,37,1631720100031,28.164062,UTC+0300,,37,1631719200000,1.4033844,yFuc3cHWzI,1631719140000,com.sec.android.app.shealth,1631720100031,94eaaa5f-a093-4756-a3fc-735392067146,1.3162842,,
7265,2,4,19,1630359793838,19.539267,UTC+0300,,21,1630359780000,2.6893647,yFuc3cHWzI,1630359720000,com.sec.android.app.shealth,1630359793838,c2e185c1-1368-4f38-ac39-a46f52dff52a,1.0737196,,
15266,0,4,34,1630411568416,28.653755,UTC+0300,,34,1630411560000,1.8769134,yFuc3cHWzI,1630411500000,com.sec.android.app.shealth,1630411568416,09417fc6-204e-4bac-b498-cbde2e71c29e,1.1992121,,
26632,0,4,60,1631798100053,46.757812,UTC+0300,,60,1631797440000,1.7556477,yFuc3cHWzI,1631797380000,com.sec.android.app.shealth,1631798100053,04a17d57-6e40-4c91-b36c-20ff0042ced6,2.1030273,,
51757,0,4,115,1631799041562,89.796875,UTC+0300,,115,1631798880000,1.7349696,yFuc3cHWzI,1631798820000,com.sec.android.app.shealth,1631799041562,4d450e71-3a19-4c08-ae24-60457eaf1218,4.005615,,
37604,0,4,75,1631868344124,58.464844,UTC+0300,,75,1631868000000,1.5547158,yFuc3cHWzI,1631867940000,com.sec.android.app.shealth,1631868344124,800454c2-0c74-47f5-8ef0-fe5a66f79acd,2.616455,,
24461,3,4,46,1630448467467,44.327896,UTC+0300,,49,1630448520000,1.8121493,yFuc3cHWzI,1630448460000,com.sec.android.app.shealth,1630448518785,934743f7-a29c-4f54-bd3c-77142f8911d5,2.2218552,,
42329,0,4,85,1631720809939,66.37109,UTC+0300,,85,1631720760000,1.5679815,yFuc3cHWzI,1631720700000,com.sec.android.app.shealth,1631720809939,71401658-76a2-4471-9626-9eaa9dcab80c,2.9632568,,
60000,0,4,103,1631799041583,79.08203,UTC+0300,,103,1631799000000,1.3180338,yFuc3cHWzI,1631798940000,com.sec.android.app.shealth,1631799041583,3640f2b4-bf2a-4a57-be6d-03db59191e81,3.6037598,,
4460,0,4,7,1631799401864,5.921875,UTC+0300,,7,1631799420000,1.3275071,yFuc3cHWzI,1631799360000,com.sec.android.app.shealth,1631799401864,eb0942dc-34bb-48f8-a1bd-54978b985d03,0.28771973,,
59266,0,4,115,1630493700199,89.522644,UTC+0300,,115,1630493700000,1.510522,yFuc3cHWzI,1630493640000,com.sec.android.app.shealth,1630493700199,aaa32354-835e-4f53-89d5-5b1997d7de3f,4.006418,,
58698,0,4,120,1630494900208,94.50305,UTC+0300,,120,1630494060000,1.6099844,yFuc3cHWzI,1630494000000,com.sec.android.app.shealth,1630494900208,d886f2f4-0962-4758-ab72-0d2a33601572,4.171276,,
59364,0,4,116,1631798100115,90.25391,UTC+0300,,116,1631797740000,1.5203283,yFuc3cHWzI,1631797680000,com.sec.android.app.shealth,1631798100115,c1698530-ff4d-4b6d-bbde-3b7b8ddba873,4.0426025,,
59576,0,4,119,1631868344155,93.59375,UTC+0300,,119,1631868120000,1.5709801,yFuc3cHWzI,1631868060000,com.sec.android.app.shealth,1631868344155,2d660f05-1325-4ea4-99d6-a237ec9dca02,4.1325684,,
1529,0,4,4,1631803982498,3.8203125,UTC+0300,,4,1631804040000,2.497001,yFuc3cHWzI,1631803980000,com.sec.android.app.shealth,1631803982498,f14cf4d9-1048-4d89-8838-76d07897d24a,0.19018555,,
24167,28,4,34,1631778374136,61.203125,UTC+0300,,62,1631778420000,2.5324218,yFuc3cHWzI,1631778360000,com.sec.android.app.shealth,1631778419043,8e26a3c9-fece-4487-a9a8-ad03a906a347,3.5639648,,
57565,0,4,114,1630494900310,88.4574,UTC+0300,,114,1630494420000,1.5366429,yFuc3cHWzI,1630494360000,com.sec.android.app.shealth,1630494900310,4da43e7f-4891-4971-be51-7bb7fc2183a0,3.9746552,,
6310,0,4,13,1631816019993,9.988281,UTC+0300,,13,1631816040000,1.5828216,yFuc3cHWzI,1631815980000,com.sec.android.app.shealth,1631816024084,a26185f5-0ba7-422e-a621-087562c6fd0a,0.45874023,,
23230,6,4,43,1631859631387,41.378906,UTC+0300,,49,1631859660000,1.7811985,yFuc3cHWzI,1631859600000,com.sec.android.app.shealth,1631859714894,d13435a0-bddf-456b-bae9-3c1bdde2ffdd,2.0067139,,
4339,0,4,7,1631860411819,5.1679688,UTC+0300,,7,1631860440000,1.1909691,yFuc3cHWzI,1631860380000,com.sec.android.app.shealth,1631860412224,9f0b5480-228e-4bb9-927c-be23fec6224f,0.25012207,,
59683,0,4,114,1631798100188,88.58594,UTC+0300,,114,1631798040000,1.4842676,yFuc3cHWzI,1631797980000,com.sec.android.app.shealth,1631798100188,6fe456a4-bb0a-4cfd-a589-0f1a4578aff8,3.9747314,,
52477,0,4,118,1631778900081,92.42578,UTC+0300,,118,1631778720000,1.7612392,yFuc3cHWzI,1631778660000,com.sec.android.app.shealth,1631778900081,3f6da953-13b1-4fc2-92f6-9ef2700eee55,4.1049805,,
58296,0,4,115,1630494900367,89.58423,UTC+0300,,115,1630494780000,1.5367026,yFuc3cHWzI,1630494720000,com.sec.android.app.shealth,1630494900367,e6f37ec7-20d9-4706-831a-64407da61821,4.0057755,,
6269,0,4,12,1631860798480,12.730469,UTC+0300,,12,1631860800000,2.0304358,yFuc3cHWzI,1631860740000,com.sec.android.app.shealth,1631860798480,9b52d9a9-370d-4d77-931a-f1a160275e83,0.82373047,,
4549,0,4,6,1631816400940,4.2226562,UTC+0300,,6,1631816460000,0.9282559,yFuc3cHWzI,1631816400000,com.sec.android.app.shealth,1631816400940,fc0ce578-9873-4faf-b23a-d727a2d7e1e2,0.22338867,,
60000,0,4,115,1631868344180,89.58594,UTC+0300,,115,1631868240000,1.493099,yFuc3cHWzI,1631868180000,com.sec.android.app.shealth,1631868344180,76068ce8-d1de-4bb2-96dc-29a253c37018,4.01001,,
55297,0,4,115,1631861220260,90.80078,UTC+0300,,115,1631861280000,1.6420522,yFuc3cHWzI,1631861220000,com.sec.android.app.shealth,1631861279566,83963f71-4467-45ba-93f1-c0a292b05e64,3.994629,,
4262,0,4,6,1631860005353,6.2226562,UTC+0300,,6,1631859840000,1.4600157,yFuc3cHWzI,1631859780000,com.sec.android.app.shealth,1631860005353,25529eeb-7b85-4c2d-a070-2944828d8bfd,0.4128418,,
57035,0,4,117,1631779218465,91.46484,UTC+0300,,117,1631779020000,1.603638,yFuc3cHWzI,1631778960000,com.sec.android.app.shealth,1631779218465,e1908030-2bc6-4c77-a9a9-f0102844e021,4.074341,,
58118,0,4,116,1631799041457,90.38672,UTC+0300,,116,1631798340000,1.5552053,yFuc3cHWzI,1631798280000,com.sec.android.app.shealth,1631799041457,049c0b51-511f-4cd5-b3ea-dcab731f3e41,4.0406494,,
51552,0,4,120,1631862444228,94.21484,UTC+0300,,120,1631862420000,1.8275515,yFuc3cHWzI,1631862360000,com.sec.android.app.shealth,1631862444228,4862fa48-1678-4ce6-a8d0-628364417962,4.1760254,,
56047,0,4,117,1630495100771,91.559326,UTC+0300,,117,1630495140000,1.6335952,yFuc3cHWzI,1630495080000,com.sec.android.app.shealth,1630495139467,554b408b-baca-4c9f-8e7b-1e9b35e03ac0,4.0722046,,
6566,0,4,16,1631863047898,14.3359375,UTC+0300,,16,1631863080000,2.1833217,yFuc3cHWzI,1631863020000,com.sec.android.app.shealth,1631863052446,a1cdd863-e1bc-4c17-86b7-ccdc28c4e477,0.7531738,,
58433,0,4,115,1631779808600,89.328125,UTC+0300,,115,1631779320000,1.5287248,yFuc3cHWzI,1631779260000,com.sec.android.app.shealth,1631779808600,5eec8442-e2cd-47fd-b5b9-791615d6fd19,4.008301,,
46445,0,4,99,1631860575664,79.16406,UTC+0300,,99,1631860620000,1.7044601,yFuc3cHWzI,1631860560000,com.sec.android.app.shealth,1631860619584,685d1a3e-7176-44b9-8cbd-d5de633e1bf1,3.4438477,,
58900,0,4,117,1630495440028,91.06055,UTC+0300,,117,1630495500000,1.5460182,yFuc3cHWzI,1630495440000,com.sec.android.app.shealth,1630495499925,acc62bc1-0501-4e24-ba1b-9b0e36138cd0,4.076172,,
60000,35,4,82,1631863387895,105.94141,UTC+0300,,117,1631863380000,1.7656901,yFuc3cHWzI,1631863320000,com.sec.android.app.shealth,1631863387895,afd68863-057d-4bc6-96b8-cc4c2f29ca3f,5.6992188,,
59600,0,4,117,1631799041517,91.23047,UTC+0300,,117,1631798640000,1.5306891,yFuc3cHWzI,1631798580000,com.sec.android.app.shealth,1631799041517,633719d8-8681-4d3d-8a71-9b9d8ad3854e,4.071045,,
57779,0,4,115,1631779808672,89.33594,UTC+0300,,115,1631779620000,1.5461448,yFuc3cHWzI,1631779560000,com.sec.android.app.shealth,1631779808672,51b32163-a84f-49bb-88db-88e956296605,4.0081787,,
58534,0,4,114,1631780021075,88.44922,UTC+0300,,114,1631779920000,1.5110554,yFuc3cHWzI,1631779860000,com.sec.android.app.shealth,1631780021075,e3aa5445-025e-49e1-b80e-baea9be87cac,3.9753418,,
4843,4,4,6,1631780291115,10.5,UTC+0300,,10,1631780280000,2.1677568,yFuc3cHWzI,1631780220000,com.sec.android.app.shealth,1631780291115,93b279f6-905d-41f0-b8f3-af8e9956b8be,0.7537842,,
57220,0,4,115,1631799041572,89.42969,UTC+0300,,115,1631798940000,1.5628958,yFuc3cHWzI,1631798880000,com.sec.android.app.shealth,1631799041572,d1165972-8b7c-4140-b2ca-0a879a0d487e,4.0057373,,
51608,0,4,112,1631864095529,87.83984,UTC+0300,,112,1631863680000,1.702034,yFuc3cHWzI,1631863620000,com.sec.android.app.shealth,1631864095529,304ce2f6-661f-4d79-bafc-de41ff288f1e,3.8972168,,
35477,0,4,71,1631784364377,54.933594,UTC+0300,,71,1631784420000,1.5483861,yFuc3cHWzI,1631784360000,com.sec.android.app.shealth,1631784410306,352d0830-1e38-4b12-9fc5-da766cadc089,2.4887695,,
5219,4,4,6,1631803982437,10.53125,UTC+0300,,10,1631803980000,2.0177512,yFuc3cHWzI,1631803920000,com.sec.android.app.shealth,1631803982437,d9305ba6-8b3b-40dd-8021-9c7739e3a348,0.7294922,,
6890,0,4,12,1631860865758,9.027344,UTC+0300,,12,1631860920000,1.3100389,yFuc3cHWzI,1631860860000,com.sec.android.app.shealth,1631860869144,c326034d-d90d-4bb8-97e2-4274dad23ba8,0.42407227,,
14237,0,4,23,1631816161123,16.894531,UTC+0300,,23,1631816220000,1.1865814,yFuc3cHWzI,1631816160000,com.sec.android.app.shealth,1631816172848,8c8f9475-9a6f-4ef6-b214-705c2bf474b2,0.8314209,,
48088,0,4,92,1630495811465,71.94214,UTC+0300,,92,1630495860000,1.4960384,yFuc3cHWzI,1630495800000,com.sec.android.app.shealth,1630495944199,74f3b152-d7d9-4c5d-b880-ed743f5690ae,3.3235016,,
57317,0,4,119,1631864095582,95.50781,UTC+0300,,119,1631863920000,1.6663086,yFuc3cHWzI,1631863860000,com.sec.android.app.shealth,1631864095582,7b774859-efe2-45ca-8719-3300fcd631d5,4.1254883,,
43966,0,4,88,1631788320527,68.96875,UTC+0300,,88,1631788380000,1.5686568,yFuc3cHWzI,1631788320000,com.sec.android.app.shealth,1631788393360,fe914a81-425f-43e0-a613-57c50342e6ee,3.0655518,,
4618,0,4,6,1631860005341,16.035156,UTC+0300,,6,1631859780000,3.4722223,yFuc3cHWzI,1631859720000,com.sec.android.app.shealth,1631860005341,fbf247a5-9b25-4f2b-98c6-83677d21b688,1.0675049,,
3312,0,4,6,1630515156676,9.713379,UTC+0300,,6,1630515180000,2.9327674,yFuc3cHWzI,1630515120000,com.sec.android.app.shealth,1630515156676,78a6a7fd-8e3b-42a3-9ea1-708b007d7f24,0.6627655,,
37485,0,4,81,1631860447397,64.42969,UTC+0300,,81,1631860500000,1.7188048,yFuc3cHWzI,1631860440000,com.sec.android.app.shealth,1631860484986,9d3a4c4d-4cef-45ff-924d-c7a70598417b,2.8133545,,
56521,0,4,116,1631788672526,90.31641,UTC+0300,,116,1631788680000,1.5979152,yFuc3cHWzI,1631788620000,com.sec.android.app.shealth,1631788679974,ee976841-6774-457d-88a8-9432038a6c1d,4.0407715,,
15941,0,4,33,1631864095606,25.671875,UTC+0300,,33,1631864040000,1.6104128,yFuc3cHWzI,1631863980000,com.sec.android.app.shealth,1631864095606,d2910844-54dc-4fb4-808a-b84407bf6ffa,1.1560059,,
13165,0,4,28,1631860803959,22.210938,UTC+0300,,28,1631860860000,1.6870323,yFuc3cHWzI,1631860800000,com.sec.android.app.shealth,1631860825745,adbc370d-55b7-43f7-a75c-a3090476511f,0.9699707,,
26404,0,4,50,1631868344207,37.910156,UTC+0300,,50,1631868360000,1.4357617,yFuc3cHWzI,1631868300000,com.sec.android.app.shealth,1631868344207,8ab7fe1b-1927-4c08-b3e0-a3fc25b7884b,1.7609863,,
8144,0,4,17,1631861532100,13.464844,UTC+0300,,17,1631861580000,1.65328,yFuc3cHWzI,1631861520000,com.sec.android.app.shealth,1631861551945,d1d3251a-1b53-41e0-80c6-74355a176768,0.59106445,,
25681,0,4,48,1631861280178,36.42578,UTC+0300,,48,1631861340000,1.4183741,yFuc3cHWzI,1631861280000,com.sec.android.app.shealth,1631861326005,31430938-112d-4e66-98f4-8e57a1f50075,1.6872559,,
17924,0,4,41,1631862444240,33.3125,UTC+0300,,41,1631862480000,1.8584781,yFuc3cHWzI,1631862420000,com.sec.android.app.shealth,1631862444240,c38322c1-a575-45f1-b2f0-9ab17ab8f9f4,1.4213867,,
14347,0,4,32,1631866123877,25.570312,UTC+0300,,32,1631866140000,1.782221,yFuc3cHWzI,1631866080000,com.sec.android.app.shealth,1631866123877,a86b23b2-7bb9-47dd-bce3-5d1b0ee5c506,1.1098633,,
44398,0,4,86,1631788920305,67.734375,UTC+0300,,86,1631788980000,1.5255867,yFuc3cHWzI,1631788920000,com.sec.android.app.shealth,1631789079543,6f789585-d07a-4639-8fce-d6bd5ec71f11,3.0266113,,
60000,0,4,114,1630517700361,88.53662,UTC+0300,,114,1630517760000,1.4756104,yFuc3cHWzI,1630517700000,com.sec.android.app.shealth,1630517759714,ce34c3f7-8ecf-45d1-b883-27d816e07dc1,3.9737396,,
4172,0,4,7,1631863387823,6.1679688,UTC+0300,,7,1631863140000,1.4782891,yFuc3cHWzI,1631863080000,com.sec.android.app.shealth,1631863387823,860f1fe2-67ba-4607-9a71-4f1fa97c7ea9,0.3581543,,
60000,48,4,75,1631863387907,116.83594,UTC+0300,,123,1631863440000,1.9472656,yFuc3cHWzI,1631863380000,com.sec.android.app.shealth,1631864095474,b9edcb6a-b30d-4791-b30b-4ddf847ce992,6.7211914,,
3743,0,4,6,1631870073900,7.8671875,UTC+0300,,6,1631870100000,2.1015203,yFuc3cHWzI,1631870040000,com.sec.android.app.shealth,1631870073900,da74f4a5-4cc0-41e2-9a3b-38bb840c448b,0.546875,,
26614,1,4,51,1631862545774,42.859375,UTC+0300,,52,1631862540000,1.6104007,yFuc3cHWzI,1631862480000,com.sec.android.app.shealth,1631862545774,4c88030a-db36-49c1-bd93-d4bef1fb775b,1.9179688,,
7171,0,4,14,1631789846049,11.128906,UTC+0300,,14,1631789880000,1.5517595,yFuc3cHWzI,1631789820000,com.sec.android.app.shealth,1631789846049,dac1c4f1-f0ad-4816-bc9e-e399951ff146,0.4868164,,
57721,0,4,114,1631864095543,90.58203,UTC+0300,,114,1631863740000,1.5692964,yFuc3cHWzI,1631863680000,com.sec.android.app.shealth,1631864095543,0dccb6a5-76d6-4649-bb19-ba5e16c2a837,3.9587402,,
56220,0,4,112,1630518900087,86.40527,UTC+0300,,112,1630518120000,1.5368882,yFuc3cHWzI,1630518060000,com.sec.android.app.shealth,1630518900087,51dba94b-09f9-49b9-afd5-4b5c2e67e9ac,3.910904,,
11453,0,4,19,1631798100023,14.28125,UTC+0300,,19,1631797320000,1.2469249,yFuc3cHWzI,1631797260000,com.sec.android.app.shealth,1631798100023,073ba69f-3c80-42a1-9210-145a5f13481a,0.6706543,,
14557,0,4,26,1631877224020,20.0,UTC+0300,,26,1631877240000,1.3738396,yFuc3cHWzI,1631877180000,com.sec.android.app.shealth,1631877239664,d60fa086-6be4-4661-afe8-2a8ecaa2ed9a,0.91259766,,
59838,0,4,117,1630518900161,91.54346,UTC+0300,,117,1630518480000,1.5298393,yFuc3cHWzI,1630518420000,com.sec.android.app.shealth,1630518900161,9f9f78d5-4e8e-4ced-9c93-a2dc3e4fec0d,4.071686,,
50998,0,4,83,1631866500045,63.359375,UTC+0300,,83,1631866320000,1.2423676,yFuc3cHWzI,1631866260000,com.sec.android.app.shealth,1631866500045,d27d8a4c-7e13-493d-a573-c41cd52e2dcd,2.9091797,,
58989,6,4,106,1631863387840,91.60547,UTC+0300,,112,1631863200000,1.552902,yFuc3cHWzI,1631863140000,com.sec.android.app.shealth,1631863387840,1b90a6a8-3a49-43ca-ae7e-e4a7027d85b5,4.1293945,,
58248,0,4,116,1630518900241,90.32422,UTC+0300,,116,1630518840000,1.550667,yFuc3cHWzI,1630518780000,com.sec.android.app.shealth,1630518900241,26e644ba-8d42-4d6e-8b2b-0905f9908792,4.0408325,,
56428,0,4,113,1631798100088,87.34375,UTC+0300,,113,1631797620000,1.5478631,yFuc3cHWzI,1631797560000,com.sec.android.app.shealth,1631798100088,43d007b5-d85b-466e-a4b9-2d5f87b695ac,3.9454346,,
19971,0,4,38,1631904667682,29.359375,UTC+0300,,38,1631904720000,1.4700339,yFuc3cHWzI,1631904660000,com.sec.android.app.shealth,1631904687186,d30cb79a-fe5b-4916-a50b-0e3f0ba96962,1.3283691,,
38814,73,4,57,1631864095489,128.29297,UTC+0300,,130,1631863500000,3.3052566,yFuc3cHWzI,1631863440000,com.sec.android.app.shealth,1631864095489,7e8710ad-53ce-4551-81d4-64354c8fef6c,7.793213,,
58966,0,4,116,1631866500139,90.328125,UTC+0300,,116,1631866440000,1.5318474,yFuc3cHWzI,1631866380000,com.sec.android.app.shealth,1631866500139,f60fc9d1-ebe9-44fe-9ccc-635da46e3933,4.0498047,,
57841,0,4,117,1631798100162,91.359375,UTC+0300,,117,1631797920000,1.5794681,yFuc3cHWzI,1631797860000,com.sec.android.app.shealth,1631798100162,6bf12c34-7c5a-4ef0-806e-ee179c730de0,4.0721436,,
60000,15,4,98,1630520100068,93.19629,UTC+0300,,113,1630519200000,1.5532715,yFuc3cHWzI,1630519140000,com.sec.android.app.shealth,1630520100068,d2b1be6d-1992-490f-8553-ba834c438f3d,4.5738525,,
60000,0,4,118,1631866500317,92.52734,UTC+0300,,118,1631866560000,1.5421224,yFuc3cHWzI,1631866500000,com.sec.android.app.shealth,1631866559573,fcdf2486-4a85-4cb7-a441-4f5618e9b6c5,4.1052246,,
5387,0,4,16,1631905982172,13.765625,UTC+0300,,16,1631906040000,2.555003,yFuc3cHWzI,1631905980000,com.sec.android.app.shealth,1631906007184,def396f8-c4a2-4284-9233-f3a82f4a192b,0.58154297,,
2112,0,4,6,1631994499630,4.9492188,UTC+0300,,6,1631994540000,2.3424783,yFuc3cHWzI,1631994480000,com.sec.android.app.shealth,1631994499630,977db5f4-c419-4696-a9cf-980f8ba88f92,0.20092773,,
58990,0,4,118,1631799041424,92.53906,UTC+0300,,118,1631798220000,1.5687171,yFuc3cHWzI,1631798160000,com.sec.android.app.shealth,1631799041424,bd69f58b-e295-4d3e-b71b-7454a82ddfb0,4.105957,,
27382,17,4,109,1631864095558,107.40625,UTC+0300,,126,1631863800000,3.9224951,yFuc3cHWzI,1631863740000,com.sec.android.app.shealth,1631864095558,2ef2f921-c796-4616-9294-300f08429c20,5.241455,,
58746,0,4,113,1630520100143,87.39697,UTC+0300,,113,1630519560000,1.4876853,yFuc3cHWzI,1630519500000,com.sec.android.app.shealth,1630520100143,5d551f5e-f524-4686-9cae-bf73946d8141,3.9430237,,
33953,0,4,60,1631866625428,46.539062,UTC+0300,,60,1631866680000,1.3706638,yFuc3cHWzI,1631866620000,com.sec.android.app.shealth,1631866722390,4a9efaef-bb2d-4184-b538-50743414dd5b,2.0922852,,
57124,0,4,114,1631799041494,88.34766,UTC+0300,,114,1631798520000,1.5465753,yFuc3cHWzI,1631798460000,com.sec.android.app.shealth,1631799041494,51653290-72c5-4d94-9893-dc4d431b0abb,3.9726562,,
4334,0,4,9,1631866749995,7.1835938,UTC+0300,,9,1631866800000,1.6571492,yFuc3cHWzI,1631866740000,com.sec.android.app.shealth,1631866749995,589911e3-56fd-49cf-9230-aae10c82488b,0.31469727,,
5224,0,4,10,1631876461958,7.5898438,UTC+0300,,10,1631876520000,1.4528481,yFuc3cHWzI,1631876460000,com.sec.android.app.shealth,1631876465844,f2e98e12-f0f9-4a2f-9204-cfdb7547415d,0.3515625,,
56613,0,4,110,1630520100215,84.63379,UTC+0300,,110,1630519920000,1.4949273,yFuc3cHWzI,1630519860000,com.sec.android.app.shealth,1630520100215,d96a831f-b619-41cb-8d7f-31ef093b63b3,3.8441162,,
5819,0,4,15,1631995514683,15.753906,UTC+0300,,15,1631995560000,2.7071733,yFuc3cHWzI,1631995500000,com.sec.android.app.shealth,1631995521604,5bf33f9c-ad29-49c3-86a9-a1acabfee64e,0.873291,,
56905,0,4,117,1631799041550,91.17578,UTC+0300,,117,1631798820000,1.6022291,yFuc3cHWzI,1631798760000,com.sec.android.app.shealth,1631799041550,7bbdc953-f1e9-4b20-8775-cdf34aef44b0,4.0733643,,
9662,0,4,16,1631867939289,13.527344,UTC+0300,,16,1631867940000,1.3999217,yFuc3cHWzI,1631867880000,com.sec.android.app.shealth,1631867939289,3b556620-d990-4462-8b4a-5e4d671e3495,0.71606445,,
2792,2,4,6,1630520383329,7.8710938,UTC+0300,,8,1630520400000,2.8185694,yFuc3cHWzI,1630520340000,com.sec.android.app.shealth,1630520383329,7a38bc44-90e1-4e8e-945e-f7b2e5fdd981,0.4331665,,
3759,0,4,6,1631997278921,5.7734375,UTC+0300,,6,1631997300000,1.5355184,yFuc3cHWzI,1631997240000,com.sec.android.app.shealth,1631997278921,eece6af9-5813-4a44-ae6a-2bfcb9f947da,0.31103516,,
7033,0,4,15,1631799152748,11.949219,UTC+0300,,15,1631799180000,1.6989814,yFuc3cHWzI,1631799120000,com.sec.android.app.shealth,1631799159343,632468b5-8668-4580-a126-ac5d0e473913,0.5230713,,
