com.samsung.shealth.rewards,6100041,4
is_visible,create_time,time_offset,program_id,end_time,device_type,title,exercise_type,exercise_session_id,deviceuuid,start_time,pkg_name,update_time,number_of_streak,datauuid,extra_data,controller_id,source_pkg_name
0,2020-01-23 17:11:33.912,UTC+0200,,2020-01-23 17:11:33.897,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-23 17:11:33.897,com.sec.android.app.shealth,2020-01-24 17:13:30.887,,11db5c8a-78ec-41bb-9d06-a65b07a966a1,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",goal.activity,,
0,2020-01-21 18:09:00.274,UTC+0200,,2020-01-21 18:09:00.223,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-21 18:09:00.223,com.sec.android.app.shealth,2020-01-22 17:50:00.147,,08711b0c-4633-460d-acd5-ca79c3ec6033,"{""mIsCompleted"":false,""mValue"":67,""mValue2"":60}",goal.activity,,
1,2020-01-28 17:26:09.787,UTC+0200,,2020-01-27 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-27 23:00:00.000,com.sec.android.app.shealth,2020-02-02 23:00:01.705,,2e269d91-eaf2-47e9-8062-594aee815392,"{""mTarget"":6000,""mValue"":6524}",tracker.pedometer,,
1,2020-01-25 16:26:52.916,UTC+0200,,2020-01-24 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-24 23:00:00.000,com.sec.android.app.shealth,2020-01-30 23:00:01.682,,79827f13-3cc8-4be7-83f3-0f20ab7ce89a,"{""mTarget"":6000,""mValue"":8575}",tracker.pedometer,,
1,2020-01-25 16:26:53.151,UTC+0200,,2020-01-24 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-24 23:00:00.000,com.sec.android.app.shealth,2020-01-30 23:00:02.542,,9ce577f5-f4fd-428b-8d23-f4f4bd70b6d2,"{""mTarget"":6000,""mValue"":8575}",tracker.pedometer,,
1,2019-12-29 16:25:35.824,UTC+0200,,2019-12-28 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2019-12-28 23:00:00.000,com.sec.android.app.shealth,2020-01-03 23:00:01.532,,6f2f3998-1a81-40a7-9d38-3aa7c3a7e600,"{""mTarget"":6000,""mValue"":6711}",tracker.pedometer,,
1,2020-01-14 18:30:03.693,UTC+0200,,2020-01-13 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-13 23:00:00.000,com.sec.android.app.shealth,2020-01-19 23:00:01.930,,05e8a327-c6f5-42a7-9a01-a016498ec4d4,"{""mTarget"":6000,""mValue"":6580}",tracker.pedometer,,
1,2020-01-23 17:11:34.662,UTC+0200,,2020-01-22 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-22 23:00:00.000,com.sec.android.app.shealth,2020-01-28 23:00:03.282,,5d7f5b4f-f2b6-409a-a03b-072b8d11a187,"{""mTarget"":6000,""mValue"":7250}",tracker.pedometer,,
1,2020-01-30 17:28:00.979,UTC+0200,,2020-01-29 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-29 23:00:00.000,com.sec.android.app.shealth,2020-02-04 23:00:01.814,,86d521a0-c356-4c14-a70d-cf5940c02a6b,"{""mTarget"":6000,""mValue"":6788}",tracker.pedometer,,
1,2020-01-14 18:30:03.513,UTC+0200,,2020-01-13 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-13 23:00:00.000,com.sec.android.app.shealth,2020-01-19 23:00:01.294,,d5c8d787-8f51-432b-9a72-900f947a0000,"{""mTarget"":6000,""mValue"":6580}",tracker.pedometer,,
1,2020-01-29 17:28:32.218,UTC+0200,,2020-01-28 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-28 23:00:00.000,com.sec.android.app.shealth,2020-02-03 23:00:01.114,,eb217e05-b528-4d2c-96dd-b231a7ab2a33,"{""mTarget"":6000,""mValue"":7138}",tracker.pedometer,,
0,2020-01-29 17:28:32.257,UTC+0200,,2020-01-29 17:28:32.206,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-29 17:28:32.206,com.sec.android.app.shealth,2020-01-30 17:28:00.284,,57b210fc-e52e-4ec6-a8a1-c9c504866080,"{""mIsCompleted"":false,""mValue"":70,""mValue2"":60}",goal.activity,,
0,2020-01-22 17:50:00.150,UTC+0200,,2020-01-22 17:50:00.131,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-22 17:50:00.131,com.sec.android.app.shealth,2020-01-23 17:11:33.910,,d4f994f0-b531-4395-98df-2995bff52658,"{""mIsCompleted"":false,""mValue"":68,""mValue2"":60}",goal.activity,,
1,2020-02-03 17:20:00.986,UTC+0200,,2020-02-02 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-02 23:00:00.000,com.sec.android.app.shealth,2020-02-08 23:00:01.849,,b63d863e-4a41-450f-af78-4b469e94521c,"{""mTarget"":6000,""mValue"":7378}",tracker.pedometer,,
1,2020-01-22 17:48:02.854,UTC+0200,,2020-01-21 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-21 23:00:00.000,com.sec.android.app.shealth,2020-01-27 23:00:01.481,,d128fe55-d48c-4d74-b92a-28986c5a4488,"{""mTarget"":6000,""mValue"":7024}",tracker.pedometer,,
1,2020-01-31 17:03:54.119,UTC+0200,,2020-01-30 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-30 23:00:00.000,com.sec.android.app.shealth,2020-02-05 23:00:02.032,,1f82c074-f334-498f-a484-1f79034b58d8,"{""mTarget"":6000,""mValue"":7710}",tracker.pedometer,,
0,2020-01-25 16:44:15.023,UTC+0200,,2020-01-25 16:44:14.991,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-25 16:44:14.991,com.sec.android.app.shealth,2020-01-28 17:26:09.164,,b94ac2c8-545a-4134-b5fb-fafb6d4edf3f,"{""mIsCompleted"":false,""mValue"":83,""mValue2"":60}",goal.activity,,
0,2020-01-31 17:03:54.171,UTC+0200,,2020-01-31 17:03:54.141,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-31 17:03:54.141,com.sec.android.app.shealth,2020-02-03 17:12:19.207,,691e2711-e259-48a6-92ac-a8e0b5b7a735,"{""mIsCompleted"":false,""mValue"":76,""mValue2"":60}",goal.activity,,
1,2020-01-24 17:13:30.142,UTC+0200,,2020-01-23 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-23 23:00:00.000,com.sec.android.app.shealth,2020-01-29 23:00:03.109,,00c57324-0a83-4414-bdbe-e11c70576420,"{""mTarget"":6000,""mValue"":8177}",tracker.pedometer,,
1,2020-02-06 14:14:01.248,UTC+0200,,2020-02-05 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-05 23:00:00.000,com.sec.android.app.shealth,2020-02-11 23:00:01.868,,8c93d4a0-6099-414d-9012-7974416cf46c,"{""mTarget"":6000,""mValue"":8866}",tracker.pedometer,,
1,2020-02-04 15:10:17.244,UTC+0200,,2020-02-03 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-03 23:00:00.000,com.sec.android.app.shealth,2020-02-09 23:00:00.950,,e8f7e821-9df0-4ef3-8580-754f390754a1,"{""mTarget"":6000,""mValue"":8797}",tracker.pedometer,,
1,2020-01-29 17:28:32.940,UTC+0200,,2020-01-28 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-28 23:00:00.000,com.sec.android.app.shealth,2020-02-03 23:00:01.470,,2152b3bd-c39b-4e53-be9b-b75ebc9c2bbd,"{""mTarget"":6000,""mValue"":7138}",tracker.pedometer,,
0,2020-01-24 17:13:30.889,UTC+0200,,2020-01-24 17:13:30.861,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-24 17:13:30.861,com.sec.android.app.shealth,2020-01-25 16:44:15.013,,a1d1d7b6-4ac2-4c4e-826c-5687fa1770d6,"{""mIsCompleted"":false,""mValue"":74,""mValue2"":60}",goal.activity,,
1,2020-02-04 15:10:18.418,UTC+0200,,2020-02-03 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-03 23:00:00.000,com.sec.android.app.shealth,2020-02-09 23:00:01.286,,1a0d8a0e-db99-46c4-aeb8-f98465be75ac,"{""mTarget"":6000,""mValue"":8797}",tracker.pedometer,,
1,2020-01-28 17:26:09.091,UTC+0200,,2020-01-27 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-27 23:00:00.000,com.sec.android.app.shealth,2020-02-02 23:00:01.083,,e4087a1a-259e-4424-9f47-ae8d18a41083,"{""mTarget"":6000,""mValue"":6524}",tracker.pedometer,,
1,2020-02-08 16:51:18.996,UTC+0200,,2020-02-07 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-07 23:00:00.000,com.sec.android.app.shealth,2020-02-13 23:00:02.113,,32cf91d1-03c9-438c-b7e4-c2f4e6246b11,"{""mTarget"":6000,""mValue"":8862}",tracker.pedometer,,
1,2020-02-07 16:59:23.677,UTC+0200,,2020-02-06 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-06 23:00:00.000,com.sec.android.app.shealth,2020-02-12 23:00:01.322,,3bab78bc-c92b-4b39-a40a-c8ea7405bac3,"{""mTarget"":6000,""mValue"":7514}",tracker.pedometer,,
1,2020-01-31 17:09:24.506,UTC+0200,,2020-01-30 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-30 23:00:00.000,com.sec.android.app.shealth,2020-02-05 23:00:02.632,,49aa9a29-fcd0-45ec-a45b-48e658b5f93b,"{""mTarget"":6000,""mValue"":7710}",tracker.pedometer,,
0,2020-01-28 17:26:09.165,UTC+0200,,2020-01-28 17:26:09.155,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-28 17:26:09.155,com.sec.android.app.shealth,2020-01-29 17:28:32.257,,1e890769-a686-429b-a5a5-d7e7e26ad32f,"{""mIsCompleted"":false,""mValue"":63,""mValue2"":60}",goal.activity,,
1,2020-02-12 13:27:07.223,UTC+0200,,2020-02-11 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-11 23:00:00.000,com.sec.android.app.shealth,2020-02-17 23:00:02.070,,67772dbe-d8b3-4081-a66a-9a31496dc781,"{""mTarget"":6000,""mValue"":7137}",tracker.pedometer,,
1,2020-02-10 19:15:00.645,UTC+0200,,2020-02-09 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-09 23:00:00.000,com.sec.android.app.shealth,2020-02-15 23:00:04.277,,b105f0db-6c16-419d-93e3-9a36eb07a045,"{""mTarget"":6000,""mValue"":6262}",tracker.pedometer,,
0,2020-02-07 16:59:23.754,UTC+0200,,2020-02-07 16:59:23.736,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-07 16:59:23.736,com.sec.android.app.shealth,2020-02-08 16:51:18.307,,dd9b2fab-a3c3-437b-85ae-11062051abef,"{""mIsCompleted"":false,""mValue"":73,""mValue2"":60}",goal.activity,,
1,2020-01-30 17:28:00.149,UTC+0200,,2020-01-29 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-01-29 23:00:00.000,com.sec.android.app.shealth,2020-02-04 23:00:01.104,,3446cf70-cb27-460f-8819-a7dd070f04f8,"{""mTarget"":6000,""mValue"":6788}",tracker.pedometer,,
0,2020-02-04 15:15:00.908,UTC+0200,,2020-02-04 15:15:00.848,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-04 15:15:00.848,com.sec.android.app.shealth,2020-02-06 14:13:54.813,,b5ca2587-4168-4257-ace9-fb76a80d5283,"{""mIsCompleted"":false,""mValue"":86,""mValue2"":60}",goal.activity,,
0,2020-01-30 17:28:00.287,UTC+0200,,2020-01-30 17:28:00.256,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-01-30 17:28:00.256,com.sec.android.app.shealth,2020-01-31 17:03:54.164,,3ef76834-f83d-4eee-8f85-bc3e25b5449e,"{""mIsCompleted"":false,""mValue"":66,""mValue2"":60}",goal.activity,,
1,2020-02-17 19:38:25.978,UTC+0200,,2020-02-16 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-16 23:00:00.000,com.sec.android.app.shealth,2020-02-22 23:07:12.904,,4a3f32bc-b2ca-4c79-82d5-1c89a5ea6555,"{""mTarget"":6000,""mValue"":6220}",tracker.pedometer,,
0,2020-02-12 13:38:06.541,UTC+0200,,2020-02-12 13:38:06.507,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-12 13:38:06.507,com.sec.android.app.shealth,2020-02-13 13:06:47.790,,b0803ebd-e297-4c7d-bb02-a8f31d884c2f,"{""mIsCompleted"":false,""mValue"":63,""mValue2"":60}",goal.activity,,
1,2020-02-10 19:15:01.680,UTC+0200,,2020-02-09 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-09 23:00:00.000,com.sec.android.app.shealth,2020-02-15 23:00:05.021,,c9f98d1c-e195-4816-87a2-b34352b451d2,"{""mTarget"":6000,""mValue"":6262}",tracker.pedometer,,
1,2020-02-03 17:11:18.055,UTC+0200,,2020-02-02 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-02 23:00:00.000,com.sec.android.app.shealth,2020-02-08 23:00:01.378,,7795375d-d6e7-4478-a313-8fa6e8b079c7,"{""mTarget"":6000,""mValue"":7378}",tracker.pedometer,,
1,2020-02-07 16:59:24.333,UTC+0200,,2020-02-06 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-06 23:00:00.000,com.sec.android.app.shealth,2020-02-12 23:00:01.859,,16a3af2a-2bc2-443e-bcdb-f466921c0148,"{""mTarget"":6000,""mValue"":7514}",tracker.pedometer,,
0,2020-02-03 17:12:19.223,UTC+0200,,2020-02-03 17:12:19.142,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-03 17:12:19.142,com.sec.android.app.shealth,2020-02-04 15:15:00.897,,fd5fca15-fe70-47dd-a038-79326132304a,"{""mIsCompleted"":false,""mValue"":72,""mValue2"":60}",goal.activity,,
0,2020-02-06 14:13:54.816,UTC+0200,,2020-02-06 14:13:54.781,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-06 14:13:54.781,com.sec.android.app.shealth,2020-02-07 16:59:23.750,,fa03f2af-66f1-4c23-a046-fef92ad59868,"{""mIsCompleted"":true,""mValue"":88,""mValue2"":60}",goal.activity,,
1,2020-02-20 14:05:17.155,UTC+0200,,2020-02-19 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-19 23:00:00.000,com.sec.android.app.shealth,2020-02-25 23:00:03.350,,14177f07-831f-4063-a6bb-48a41758b45a,"{""mTarget"":6000,""mValue"":7901}",tracker.pedometer,,
1,2020-02-18 18:55:00.481,UTC+0200,,2020-02-17 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-17 23:00:00.000,com.sec.android.app.shealth,2020-02-23 23:00:02.073,,934d132e-df9a-46ff-ada4-844e195ea06e,"{""mTarget"":6000,""mValue"":7064}",tracker.pedometer,,
1,2020-02-13 13:06:47.066,UTC+0200,,2020-02-12 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-12 23:00:00.000,com.sec.android.app.shealth,2020-02-18 23:00:01.033,,83cc606d-3f1c-46c0-99d8-317c0c8be28d,"{""mTarget"":6000,""mValue"":7173}",tracker.pedometer,,
1,2020-02-06 14:13:54.219,UTC+0200,,2020-02-05 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-05 23:00:00.000,com.sec.android.app.shealth,2020-02-11 23:00:01.214,,471c2d13-4fd5-4242-8103-84c354d47d4c,"{""mTarget"":6000,""mValue"":8866}",tracker.pedometer,,
1,2020-02-11 19:12:27.627,UTC+0200,,2020-02-10 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-10 23:00:00.000,com.sec.android.app.shealth,2020-02-16 23:00:01.184,,dbc6b487-c1e3-44fe-b57e-b290866c55ff,"{""mTarget"":6000,""mValue"":6798}",tracker.pedometer,,
0,2020-02-08 16:51:18.312,UTC+0200,,2020-02-08 16:51:18.268,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-08 16:51:18.268,com.sec.android.app.shealth,2020-02-12 13:38:06.535,,ee650760-2c10-4984-a17e-5a8fa4bfdf4f,"{""mIsCompleted"":false,""mValue"":88,""mValue2"":60}",goal.activity,,
1,2020-02-24 18:55:00.583,UTC+0200,,2020-02-23 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-23 23:00:00.000,com.sec.android.app.shealth,2020-02-29 23:00:35.088,,479d35d5-a64d-4f20-aaf4-87b2598becbb,"{""mTarget"":6000,""mValue"":8862}",tracker.pedometer,,
1,2020-02-08 16:51:18.182,UTC+0200,,2020-02-07 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-07 23:00:00.000,com.sec.android.app.shealth,2020-02-13 23:00:01.559,,96b69693-e609-45d3-b8ac-88d0524aca23,"{""mTarget"":6000,""mValue"":8862}",tracker.pedometer,,
0,2020-02-20 14:05:17.264,UTC+0200,,2020-02-20 14:05:17.240,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-20 14:05:17.240,com.sec.android.app.shealth,2020-02-21 20:17:37.219,,50e46cf0-32a4-450c-a888-dff9a2405bb7,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",goal.activity,,
1,2020-02-12 13:27:06.157,UTC+0200,,2020-02-11 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-11 23:00:00.000,com.sec.android.app.shealth,2020-02-17 23:00:01.302,,0cf773d0-24cd-4fcc-a3da-883bd28ba8ac,"{""mTarget"":6000,""mValue"":7137}",tracker.pedometer,,
1,2020-02-18 18:55:01.718,UTC+0200,,2020-02-17 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-17 23:00:00.000,com.sec.android.app.shealth,2020-02-23 23:00:03.514,,be7869b4-ce20-4e70-a4e8-403a2447ea9a,"{""mTarget"":6000,""mValue"":7064}",tracker.pedometer,,
0,2020-02-13 13:06:47.792,UTC+0200,,2020-02-13 13:06:47.753,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-13 13:06:47.753,com.sec.android.app.shealth,2020-02-18 19:00:01.263,,3c63f603-6981-42b0-865b-11f5715d04f4,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",goal.activity,,
1,2020-02-11 19:12:28.723,UTC+0200,,2020-02-10 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-10 23:00:00.000,com.sec.android.app.shealth,2020-02-16 23:00:01.862,,b810ec91-ffce-4bfb-b7a6-aff7d4269667,"{""mTarget"":6000,""mValue"":6798}",tracker.pedometer,,
0,2020-03-03 18:55:01.230,UTC+0200,,2020-03-03 18:55:01.160,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-03-03 18:55:01.160,com.sec.android.app.shealth,2020-03-04 12:01:40.751,,ac596ebc-4f10-4669-ad8f-89c59d8e24ff,"{""mIsCompleted"":false,""mValue"":76,""mValue2"":60}",goal.activity,,
0,2020-02-18 19:00:01.265,UTC+0200,,2020-02-18 19:00:01.238,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-18 19:00:01.238,com.sec.android.app.shealth,2020-02-20 14:05:17.261,,fd735d0b-f286-4bca-a1fe-2c20d0e8aa4a,"{""mIsCompleted"":false,""mValue"":62,""mValue2"":60}",goal.activity,,
1,2020-02-17 19:38:25.153,UTC+0200,,2020-02-16 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-16 23:00:00.000,com.sec.android.app.shealth,2020-02-22 23:07:11.284,,b35b7181-5686-4b7a-b27f-a165853fca94,"{""mTarget"":6000,""mValue"":6220}",tracker.pedometer,,
0,2020-02-24 18:55:01.214,UTC+0200,,2020-02-24 18:55:01.190,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-24 18:55:01.190,com.sec.android.app.shealth,2020-03-03 18:55:01.210,,b916032c-422f-443d-9ebd-7881d48d805d,"{""mIsCompleted"":false,""mValue"":79,""mValue2"":60}",goal.activity,,
1,2020-02-20 14:05:17.961,UTC+0200,,2020-02-19 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-19 23:00:00.000,com.sec.android.app.shealth,2020-02-25 23:00:03.950,,72d07f30-f3b1-4081-aa4a-53c80c9383f2,"{""mTarget"":6000,""mValue"":7901}",tracker.pedometer,,
1,2020-02-13 13:06:49.163,UTC+0200,,2020-02-12 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-12 23:00:00.000,com.sec.android.app.shealth,2020-02-18 23:00:01.772,,444137d5-a924-43e2-afe8-40646af58508,"{""mTarget"":6000,""mValue"":7173}",tracker.pedometer,,
1,2020-03-05 13:35:02.148,UTC+0200,,2020-03-04 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-04 23:00:00.000,com.sec.android.app.shealth,2020-03-10 23:00:02.561,,c13a6a32-0a13-48f5-acbe-23b8ef109076,"{""mTarget"":6000,""mValue"":8485}",tracker.pedometer,,
1,2020-02-21 20:15:00.437,UTC+0200,,2020-02-20 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-20 23:00:00.000,com.sec.android.app.shealth,2020-02-26 23:00:01.515,,d7abb1f5-0388-4037-8d95-88ec34d6636a,"{""mTarget"":6000,""mValue"":6860}",tracker.pedometer,,
1,2020-02-19 13:26:06.962,UTC+0200,,2020-02-18 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-18 23:00:00.000,com.sec.android.app.shealth,2020-02-24 23:00:06.908,,0124a2d4-0a1d-4c80-a44d-1b5b66083fd0,"{""mTarget"":6000,""mValue"":6530}",tracker.pedometer,,
1,2020-02-25 19:09:20.207,UTC+0200,,2020-02-24 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-24 23:00:00.000,com.sec.android.app.shealth,2020-03-01 23:00:02.226,,254e9fb2-b5cd-4eaa-95fe-8efd83efc84b,"{""mTarget"":6000,""mValue"":6703}",tracker.pedometer,,
1,2020-03-09 16:58:34.785,UTC+0200,,2020-03-08 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-08 23:00:00.000,com.sec.android.app.shealth,2020-03-14 23:00:03.178,,2b2d7c88-39b5-4313-8345-7e40c5ea923f,"{""mTarget"":6000,""mValue"":8387}",tracker.pedometer,,
1,2020-02-19 13:26:06.162,UTC+0200,,2020-02-18 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-18 23:00:00.000,com.sec.android.app.shealth,2020-02-24 23:00:05.529,,093b3afc-60f0-4e83-a769-3c023430d7d2,"{""mTarget"":6000,""mValue"":6530}",tracker.pedometer,,
1,2020-02-24 18:55:01.954,UTC+0200,,2020-02-23 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-23 23:00:00.000,com.sec.android.app.shealth,2020-02-29 23:00:35.711,,832cbaa6-5fbc-4153-86c4-aab41f1d36aa,"{""mTarget"":6000,""mValue"":8862}",tracker.pedometer,,
1,2020-03-03 18:55:01.911,UTC+0200,,2020-03-02 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-02 23:00:00.000,com.sec.android.app.shealth,2020-03-08 23:00:02.544,,722f334a-4cc5-4a5a-8c8b-d5d10e7fe81b,"{""mTarget"":6000,""mValue"":8483}",tracker.pedometer,,
1,2020-03-12 13:35:01.653,UTC+0200,,2020-03-11 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-11 23:00:00.000,com.sec.android.app.shealth,2020-03-17 23:05:16.194,,fb51db6c-c4c3-44ff-949b-f8d10a9d14ec,"{""mTarget"":6000,""mValue"":6601}",tracker.pedometer,,
1,2020-03-04 11:40:54.552,UTC+0200,,2020-03-03 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-03 23:00:00.000,com.sec.android.app.shealth,2020-03-09 23:37:52.848,,16f81d05-6169-43ad-a323-b2e3f0802b84,"{""mTarget"":6000,""mValue"":7695}",tracker.pedometer,,
0,2020-02-21 20:17:37.224,UTC+0200,,2020-02-21 20:17:37.179,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-02-21 20:17:37.179,com.sec.android.app.shealth,2020-02-24 18:55:01.211,,0a6c611f-1078-4831-b1b5-0b34a287f562,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",goal.activity,,
1,2020-02-21 20:15:01.448,UTC+0200,,2020-02-20 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-20 23:00:00.000,com.sec.android.app.shealth,2020-02-26 23:00:02.259,,730bc9d2-dc76-41e2-b1d0-c1bc0c2ec68b,"{""mTarget"":6000,""mValue"":6860}",tracker.pedometer,,
1,2020-03-04 11:35:59.302,UTC+0200,,2020-03-03 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-03 23:00:00.000,com.sec.android.app.shealth,2020-03-09 23:37:51.108,,899e99a5-9811-42aa-adf3-fe3cdd2af2d7,"{""mTarget"":6000,""mValue"":7695}",tracker.pedometer,,
0,2020-03-05 15:55:00.363,UTC+0200,,2020-03-05 15:55:00.343,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-03-05 15:55:00.343,com.sec.android.app.shealth,2020-03-06 20:44:06.133,,005d0fbd-7899-4b52-ac94-540444a5380c,"{""mIsCompleted"":false,""mValue"":74,""mValue2"":60}",goal.activity,,
0,2020-03-14 11:47:16.568,UTC+0200,,2020-03-14 11:47:16.497,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-03-14 11:47:16.497,com.sec.android.app.shealth,2020-09-14 10:15:01.095,,77bdacd5-082d-4e91-bc95-7041941fabb1,"{""mIsCompleted"":false,""mValue"":80,""mValue2"":60}",goal.activity,,
1,2020-02-25 19:09:49.917,UTC+0200,,2020-02-24 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-02-24 23:00:00.000,com.sec.android.app.shealth,2020-03-01 23:00:02.948,,1d0ad0ce-fee1-4b8a-ad61-33a9ae343d76,"{""mTarget"":6000,""mValue"":6703}",tracker.pedometer,,
